game_id,stack,river_position,nb_players_start,cards,pot_size_before_decision,nb_unfolded_players,money_to_add_to_call,hand_strength,hand_pos_potential,hand_neg_potential,last_raise__turn_player,last_raise_riverplayer,flop,turn,river,mise en cas de raise/bet,decision
805227268,6.04,0,6,9d Ad,2.92,2,1.39,0.43686868686868685,0,0,-1,-1,8s Th 7c,5h,8c,1.39,bets
805226689,10.870000000000001,0,5,5h Ac,8.51,2,0.0,0.8313131313131313,0,0,0,-1,Ts Ad 8h,6d,Tc,0.0,checks
805225959,9.009999999999998,0,4,9h Kd,13.129999999999999,2,0.0,0.695959595959596,0,0,1,-1,Tc Qd Qh,Kh,9d,0.0,checks
805224853,4.08,0,6,9s Ks,9.01,2,0.0,0.9646464646464646,0,0,0,-1,8d Ts 5s,3s,5c,4.08,raises
805222577,11.0,1,5,2c Ah,8.0,2,0.0,0.8202020202020202,0,0,0,-1,4d Ac Th,3h,7d,0.0,checks
805222452,12.81,1,5,6s 6h,4.88,2,0.0,0.7878787878787878,0,0,0,-1,Th Ah Jh,4h,6d,0.0,checks
805222452,12.81,1,5,6s 6h,7.88,2,3.0,0.7878787878787878,0,0,0,0,Th Ah Jh,4h,6d,0.0,calls
805222449,11.96,1,6,Ah Jd,6.33,2,3.01,0.952020202020202,0,0,-1,-1,3h Ks Qc,Jh,Jc,3.01,bets
805222046,6.67,0,5,Jh 9h,1.91,2,3.25,0.0898989898989899,0,0,1,-1,5s 6h 2d,2s,4s,3.25,bets
805221537,6.0,0,4,Jd Jc,3.25,2,0.0,0.7388888888888889,0,0,-1,-1,7h Ks Ad,4d,Kd,0.0,checks
805220438,7.0,1,5,7d Kc,1.0,2,0.0,0.33131313131313134,0,0,-1,-1,As 4s Ts,6c,Jd,0.0,checks
805220438,7.0,1,5,7d Kc,1.25,2,0.25,0.33131313131313134,0,0,-1,0,As 4s Ts,6c,Jd,0.0,folds
805219417,12.69,0,6,4c 4h,5.370000000000001,2,0.0,0.7101010101010101,0,0,0,-1,Jc 6c 8c,3c,Ts,0.0,checks
805218362,7.25,1,3,5s 6c,0.5,2,0.0,0.5146464646464647,0,0,-1,-1,6s 7d 2d,Ad,Kh,0.0,checks
805218362,7.25,1,3,5s 6c,0.8200000000000001,2,0.32,0.5146464646464647,0,0,-1,0,6s 7d 2d,Ad,Kh,1.5,raises
805217966,5.53,1,3,As Js,4.1899999999999995,2,0.0,0.8686868686868687,0,0,0,-1,Ac Kh Td,5s,3h,0.0,checks
805217966,5.53,1,3,As Js,6.85,2,2.66,0.8686868686868687,0,0,0,0,Ac Kh Td,5s,3h,0.0,calls
805018668,4.29,1,6,Jh Kc,7.0200000000000005,2,0.0,0.704040404040404,0,0,0,-1,5h Js Qs,6d,7s,0.0,checks
805018668,4.29,1,6,Jh Kc,19.44,2,12.42,0.704040404040404,0,0,0,0,5h Js Qs,6d,7s,0.0,folds
805012505,-3.5,0,6,Js Jc,37.75,2,0.0,0.9616161616161616,0,0,0,-1,2d Qc Ad,Jh,4h,36.25,raises
805011971,12.5,0,5,Kc Th,9.0,2,3.5,0.3398989898989899,0,0,-1,1,6h 2c 8s,6d,9c,0.0,folds
805007878,13.5,1,6,Ac 2h,3.25,2,1.54,0.9348484848484848,0,0,-1,-1,9c Ks Js,Th,Qh,1.54,bets
805007486,9.89,0,6,Td Ad,10.719999999999999,2,0.0,0.8373737373737373,0,0,0,-1,Ac Jd 8h,7s,7d,0.0,checks
805005967,11.69,1,6,Kh Ks,8.370000000000001,2,0.0,0.759090909090909,0,0,-1,-1,Jc 5h 7h,Ah,Qs,0.0,checks
805005504,0.04999999999999982,0,3,9d Jd,14.900000000000002,2,0.0,0.2409090909090909,0,0,-1,-1,5h 2c 3c,2d,3h,23.66,raises
805004483,5.890000000000001,0,2,9c Ac,3.2199999999999998,2,2.04,0.42777777777777776,0,0,-1,-1,Kd 5d 3s,Td,3c,2.04,bets
805003059,2.41,0,6,5d Ad,25.43,2,0.0,1.0,0,0,0,-1,5h 7d 8d,Jc,4d,38.16,raises
805000397,4.890000000000001,1,4,9h 9c,5.22,2,0.0,0.7570707070707071,0,0,1,-1,Kh 7c 6d,2s,2c,0.0,checks
804999637,9.16,1,6,7c 4c,11.93,2,0.0,0.6222222222222222,0,0,0,-1,3c Qs 5s,Tc,7h,0.0,checks
804998392,13.5,0,6,7d 7h,4.75,2,1.5,0.5641414141414142,0,0,-1,1,4d Jh Qs,9c,3s,0.0,folds
804997067,12.64,0,6,6d As,7.33,2,2.36,0.6727272727272727,0,0,1,1,Ac 4d 2s,5h,8d,0.0,folds
804995056,5.01,0,5,8s 8h,8.98,2,3.75,0.8398989898989899,0,0,1,1,Kd 3d Kc,6s,4c,0.0,folds
804994524,12.0,0,5,6s 8h,11.5,2,5.5,0.794949494949495,0,0,1,1,6d Kc Ks,8d,4c,0.0,folds
804994176,13.35,1,5,5d As,3.3,2,0.0,0.793939393939394,0,0,-1,-1,Qd 4c 2d,Ad,Jc,0.0,checks
804991656,0.25,0,5,Qc 9c,14.75,2,0.0,0.9308080808080809,0,0,1,-1,9h 9s 4s,Kc,5s,0.0,checks
804989564,6.43,0,5,Ks 3c,5.72,2,3.33,0.8101010101010101,0,0,1,1,Jc Kh 8h,6c,Ts,0.0,folds
804984387,12.31,1,6,Qd Qh,6.129999999999999,2,1.94,0.7803030303030303,0,0,1,-1,Jh 6d Ks,5c,Td,1.94,bets
804978323,11.75,0,6,Kh Th,15.75,2,9.0,0.36414141414141415,0,0,-1,1,Jd 7c Ac,2d,5h,0.0,folds
804976570,3.12,1,5,Qd Jd,9.11,2,6.75,0.9767676767676767,0,0,0,-1,Qc 2h Qh,5c,5h,6.75,bets
804972359,4.5200000000000005,1,6,Td Ac,6.56,2,0.0,0.8555555555555555,0,0,0,-1,3s 9c Ad,3c,2d,0.0,checks
804971868,6.38,1,5,Jh Jc,2.59,2,0.0,0.7055555555555556,0,0,1,-1,7c Ac Qh,6h,2s,0.0,checks
804969947,5.9,0,5,Kc Qc,3.9,2,1.23,0.9030303030303031,0,0,-1,-1,Tc Qd Ts,Kd,Td,1.23,bets
804969413,13.5,1,5,8c Qc,3.25,2,0.0,0.7757575757575758,0,0,-1,-1,7s 3d 8d,Ks,2h,0.0,checks
804965435,5.0,0,5,5d 5h,5.35,2,0.0,0.4671717171717172,0,0,-1,-1,4s 6d Ts,7c,Qc,0.0,checks
804964183,9.0,1,5,3s 3c,12.25,2,0.0,0.29747474747474745,0,0,-1,-1,4c Ks Qd,9h,Jd,0.0,checks
804964183,9.0,1,5,3s 3c,19.25,2,7.0,0.29747474747474745,0,0,-1,0,4c Ks Qd,9h,Jd,0.0,folds
804962663,6.88,0,5,Td Tc,2.09,2,0.75,0.543939393939394,0,0,-1,1,Qd Jc Kh,5c,5d,0.0,folds
804961817,3.67,1,4,Ah Th,8.16,2,0.0,0.7333333333333333,0,0,-1,-1,Td 2s 4d,Qh,3d,0.0,checks
804961817,3.67,1,4,Ah Th,12.04,2,3.88,0.7333333333333333,0,0,-1,0,Td 2s 4d,Qh,3d,0.0,folds
804958884,6.29,1,5,9h Kc,3.63,3,0.0,0.697979797979798,0,0,-1,-1,Ts Ad 9d,7h,Tc,0.0,checks
804953810,3.8400000000000007,1,5,8d 7d,22.57,2,0.0,0.10757575757575757,0,0,1,-1,5d 2d Ks,Jh,5c,0.0,checks
804951898,7.0,1,3,9d Kh,1.1,2,0.0,0.6272727272727273,0,0,-1,-1,Jd Ks Td,As,6c,0.0,checks
804950553,14.0,0,4,7c 7h,3.5,3,0.0,0.453030303030303,0,0,-1,-1,4d 8c Kh,Td,Qd,0.0,checks
804949759,11.78,1,4,Kc Td,6.44,2,2.04,0.952020202020202,0,0,-1,-1,Qd Ks Ac,Kh,8c,2.04,bets
804948646,12.0,0,4,Ts Jc,11.5,2,5.5,0.9954545454545455,0,0,1,1,4h 9d 6s,Qc,8s,14.0,raises
804945975,14.0,1,4,6s 5h,2.25,2,2.0,0.9191919191919192,0,0,-1,-1,2c Qh 6d,Ts,5c,2.0,bets
804942726,1.5499999999999998,1,5,8h Qh,12.9,2,0.0,1.0,0,0,1,-1,Qc Th Qs,7c,Qd,6.55,raises
804939559,5.75,1,6,4d Ad,3.85,2,0.0,0.5555555555555556,0,0,-1,-1,2d 5c Qd,9h,4c,0.0,checks
804937056,3.3700000000000006,1,6,Qd Qc,8.51,2,0.5,0.7641414141414141,0,0,-1,-1,8d 3h 7s,4s,Ah,0.5,bets
804937056,2.8700000000000006,1,6,Qd Qc,16.009999999999998,2,7.0,0.7641414141414141,0,0,-1,0,8d 3h 7s,4s,Ah,0.0,folds
804616462,13.75,0,5,2h Ac,4.9,2,1.9,0.5156565656565657,0,0,-1,1,5c 7d 4d,6d,Ah,0.0,folds
804616435,11.85,1,5,Jh Ac,7.800000000000001,2,0.5,0.8575757575757575,0,0,-1,-1,3s 7d Ah,Kh,3c,0.5,bets
804616435,11.35,1,5,Jh Ac,15.3,2,7.0,0.8575757575757575,0,0,-1,0,3s 7d Ah,Kh,3c,0.0,folds
804615740,6.41,0,6,8s Ac,2.4299999999999997,2,1.54,0.4297979797979798,0,0,-1,-1,4s Qs 5s,9h,4c,1.54,bets
804612749,0.16000000000000014,1,6,5s 5d,14.68,2,4.25,0.9585858585858585,0,0,1,-1,Qh 5c Ah,4s,Ts,4.25,bets
804611367,5.63,1,6,9s 9h,4.09,2,0.0,0.7570707070707071,0,0,1,-1,3s 8s 2d,Th,8c,0.0,checks
804611241,13.75,0,6,6c 8c,2.75,2,0.0,0.6202020202020202,0,0,-1,-1,Tc 2h 8d,Qs,7h,0.0,checks
804609720,11.77,1,6,9d Qs,6.96,2,0.0,0.5797979797979798,0,0,1,-1,8s Td 8h,6d,9c,0.0,checks
804609720,11.77,1,6,9d Qs,10.27,2,3.31,0.5797979797979798,0,0,1,0,8s Td 8h,6d,9c,0.0,folds
804608421,5.5,1,6,Ac Kh,4.25,2,2.69,0.7691919191919192,0,0,-1,-1,5s 4d 3d,Tc,2h,2.69,bets
804605992,6.31,0,6,8s Js,2.48,2,0.0,0.3560606060606061,0,0,-1,-1,2h Kd Th,2s,Ks,0.0,checks
804605683,13.85,0,5,As 3h,2.8,2,0.0,0.5717171717171717,0,0,-1,-1,3c 4d 4c,Js,7c,0.0,checks
804605527,3.63,1,6,4s Ks,8.09,2,3.84,0.502020202020202,0,0,-1,-1,8d 9h 4h,7d,3h,3.84,bets
804605038,4.72,1,6,8s Ah,5.66,2,0.0,0.8686868686868687,0,0,0,-1,Th 6h 9c,Ac,2s,0.0,checks
804604066,12.88,0,6,8c Tc,7.33,2,2.84,0.27525252525252525,0,0,-1,1,Ah 7s Ad,4d,Jc,0.0,folds
804601788,5.44,0,6,As Kd,28.809999999999995,2,9.44,0.2722222222222222,0,0,1,1,5d 4s Qs,8s,7d,0.0,folds
804598837,3.3,0,5,3s Ah,13.030000000000001,2,4.63,0.947979797979798,0,0,1,1,4s 2d Th,5h,Qh,0.0,calls
804598009,5.92,0,6,Qd Ad,3.41,2,0.0,0.2777777777777778,0,0,-1,-1,7s Ts 4s,4d,Ks,0.0,checks
804594584,3.7199999999999998,0,6,Kc Ah,7.91,2,0.0,0.5136363636363637,0,0,-1,-1,Qd 7h 2h,7s,8c,0.0,checks
804592784,12.01,0,6,Th Ah,9.190000000000001,2,2.96,0.8292929292929293,0,0,1,1,2c Jh 7c,Ac,5h,0.0,calls
804592440,5.92,0,4,Ah 4s,3.26,2,0.0,0.21262626262626264,0,0,0,-1,Kd 9d Th,8d,6c,0.0,checks
804591773,11.84,1,5,5h 6h,6.82,2,0.0,0.27121212121212124,0,0,-1,-1,7h Qh Qc,7s,Kd,0.0,checks
804591080,6.95,1,6,Js Kc,1.2,2,0.0,0.5151515151515151,0,0,-1,-1,Jd 4d 2s,5d,8d,0.0,checks
804418871,8.78,1,5,Ks 6s,12.440000000000001,2,0.0,0.9929292929292929,0,0,0,-1,Kd Qs 7s,2s,6c,0.0,checks
804418686,6.2299999999999995,0,5,Kc Th,2.6399999999999997,2,0.5,0.8696969696969697,0,0,-1,-1,Ac Kd Ah,2c,4d,0.5,bets
804416938,6.92,0,5,5h Ah,1.26,2,0.0,0.805050505050505,0,0,-1,-1,Tc 2c 7c,Ts,As,0.0,checks
804415003,0.040000000000000036,0,6,Tc Th,20.1,2,4.83,1.0,0,0,1,1,Qh Td Ts,6c,7h,20.77,raises
804414633,6.38,1,5,Jh Ah,2.34,2,1.48,0.8696969696969697,0,0,-1,-1,Ad 2h Ts,4s,Td,1.48,bets
804414085,-2.6899999999999995,1,6,6d 6h,35.879999999999995,2,0.0,0.906060606060606,0,0,1,-1,8d Qs 6c,Kd,Td,34.09,raises
804413044,-0.8399999999999999,1,6,Qh Jh,16.93,2,0.0,0.0691919191919192,0,0,1,-1,4s 8c 6h,Th,7d,0.0,checks
804413044,-0.8399999999999999,1,6,Qh Jh,31.93,2,15.0,0.0691919191919192,0,0,1,0,4s 8c 6h,Th,7d,0.0,folds
804408641,5.75,1,5,4d 6d,3.6,2,0.0,0.03686868686868687,0,0,1,-1,7s 5c 9h,5h,Tc,0.0,checks
804408641,5.75,1,5,4d 6d,3.85,2,0.25,0.03686868686868687,0,0,1,0,7s 5c 9h,5h,Tc,0.0,folds
804403568,2.25,0,5,8s Ts,10.75,2,5.11,0.7848484848484848,0,0,-1,-1,7s Jh 3d,Td,8c,5.11,bets
804403274,3.6500000000000004,0,5,Ad Qd,34.22,2,11.02,0.352020202020202,0,0,-1,1,8c Td 2h,3s,5s,0.0,folds
804402192,7.25,1,6,3d 4s,0.6,2,0.0,0.03686868686868687,0,0,-1,-1,Ks Ac 7h,6s,Qh,0.0,checks
804402192,7.25,1,6,3d 4s,0.85,2,0.25,0.03686868686868687,0,0,-1,0,Ks Ac 7h,6s,Qh,0.0,folds
804398805,12.0,1,9,Jd Ad,6.5,2,0.0,0.6732323232323232,0,0,-1,-1,9d Ts 6s,Ac,8s,0.0,checks
804398586,7.25,2,6,5s 4d,0.85,3,0.0,0.4919191919191919,0,0,-1,-1,3d Td 4c,Kc,9c,0.0,checks
804398586,7.25,2,6,5s 4d,2.05,3,0.8,0.4919191919191919,0,0,-1,0,3d Td 4c,Kc,9c,0.0,folds
804397848,4.74,1,6,Ks Kh,5.87,2,0.0,0.8277777777777777,0,0,0,-1,7c 5d 2d,Tc,Jd,0.0,checks
804397848,4.74,1,6,Ks Kh,9.59,2,3.72,0.8277777777777777,0,0,0,0,7c 5d 2d,Tc,Jd,0.0,calls
804389940,3.079999999999999,0,5,Qd Ah,14.6,2,5.66,0.8191919191919191,0,0,1,1,9h Ad 8d,2s,Td,0.0,folds
804387547,-3.0,0,6,Ad Ac,36.25,2,0.0,0.9025252525252525,0,0,0,-1,Jh 5d 5c,Kd,4s,45.15,raises
804380240,6.31,0,6,Ac 9d,3.66,2,1.18,0.2207070707070707,0,0,-1,1,5h Qc 4c,6d,2c,0.0,folds
804379137,3.42,0,6,Qs Ac,13.33,2,5.17,0.8676767676767677,0,0,-1,1,5c 8h Qc,3s,2s,0.0,calls
804374805,1.4900000000000002,1,6,5d 5s,12.120000000000001,2,0.0,0.9424242424242424,0,0,1,-1,6h 3h 5c,8s,Td,8.47,raises
804371469,4.09,0,5,3s 3h,11.14,2,4.32,0.5237373737373737,0,0,-1,1,6d Td Kh,5h,6s,0.0,folds
804368811,5.02,1,6,Js Jc,5.0600000000000005,2,0.0,0.6348484848484849,0,0,-1,-1,4s Ks Ad,9s,4c,0.0,checks
804364475,-3.8399999999999994,1,6,Qs Qd,23.68,2,0.0,0.8328282828282828,0,0,0,-1,9d 7h 5s,4s,Jc,0.0,checks
804364420,6.96,1,4,8h 6c,1.18,2,0.0,0.6535353535353535,0,0,-1,-1,4s 4h 6h,9d,3d,0.0,checks
804362512,5.25,1,5,8d 7h,4.6,2,0.0,0.4404040404040404,0,0,1,-1,8h Th Kc,9c,As,0.0,checks
804362512,5.25,1,5,8d 7h,6.05,2,1.45,0.4404040404040404,0,0,1,0,8h Th Kc,9c,As,0.0,folds
804361263,5.67,0,4,Ac 7c,3.76,2,0.0,0.6919191919191919,0,0,0,-1,3c 5s 2d,7s,9s,0.0,checks
804359915,4.02,1,4,9h 9c,7.0600000000000005,2,0.0,0.6136363636363636,0,0,-1,-1,Qc Qd As,Kc,7c,0.0,checks
804358036,10.75,1,4,9h 9s,9.25,2,0.0,0.7247474747474747,0,0,-1,-1,7d 5d Ah,3c,5c,0.0,checks
804357982,6.31,0,6,7s Ad,2.48,2,8.0,0.9959595959595959,0,0,-1,-1,Ac Kc Ah,5s,7h,8.0,bets
804357914,5.5,0,6,6h Kc,4.0,3,4.25,0.8868686868686869,0,0,0,-1,8c 6c Jc,Kd,7d,4.25,bets
804356639,6.75,0,5,As 9c,2.21,2,0.71,0.5383838383838384,0,0,-1,1,7s 9d 6d,Tc,Qc,0.0,folds
804355748,7.0,0,6,3d 3c,2.1,2,1.0,0.3287878787878788,0,0,-1,1,7d 9s Jd,5s,Ks,0.0,folds
804353136,-4.75,0,6,8h Th,24.75,2,0.0,0.9287878787878788,0,0,0,-1,6h 9d 3s,7d,Ts,12.75,raises
804351768,6.03,1,5,Ac 2c,3.19,2,0.0,0.45151515151515154,0,0,1,-1,Kc 2s 6d,7h,4h,0.0,checks
804351768,6.03,1,5,Ac 2c,5.47,2,2.28,0.45151515151515154,0,0,1,0,Kc 2s 6d,7h,4h,0.0,folds
804349702,6.32,0,4,Ad Jd,2.46,2,0.0,0.4404040404040404,0,0,1,-1,9s 8h 5h,Qd,Qh,0.0,checks
804346079,6.2299999999999995,0,5,8c 9c,2.6399999999999997,2,1.5,0.1984848484848485,0,0,-1,-1,Qd 7h Qh,As,2c,1.5,bets
804346060,7.800000000000001,0,6,Qc Ac,14.9,2,7.08,1.0,0,0,0,-1,6s 7c Tc,3c,Kc,7.08,bets
804342461,13.5,1,4,4d As,3.25,2,0.0,0.44696969696969696,0,0,-1,-1,5d Jh 5c,3s,8h,0.0,checks
804220799,6.03,0,8,9s 9c,4.54,2,1.5,0.7631313131313131,0,0,-1,1,5c 2d Ks,Tc,Ts,0.0,calls
804207968,6.09,0,5,Ac 4d,5.55,2,2.15,0.32171717171717173,0,0,-1,1,3d Ks 7d,9h,Qc,0.0,folds
804207361,5.7,0,8,5s Ad,4.22,2,0.0,0.8444444444444444,0,0,1,-1,Kc Js Ah,3d,7s,0.0,checks
804205320,7.25,2,6,Ah 7h,0.75,3,0.0,0.44696969696969696,0,0,-1,-1,2h Ks 3c,8d,2c,0.0,checks
804198778,13.85,0,4,2h 2d,2.55,2,2.5,0.37222222222222223,0,0,-1,-1,3c 5c Td,Qs,Ah,2.5,bets
804198251,5.0,1,5,9s 9d,5.1,2,0.0,0.7247474747474747,0,0,-1,-1,7c 4h 4d,Ac,3h,0.0,checks
804182480,6.42,1,4,Ac Qs,2.41,2,0.0,0.4257575757575758,0,0,-1,-1,5h Td 5d,5s,Ts,0.0,checks
804181306,6.2299999999999995,0,5,Kd Ad,2.6399999999999997,2,0.0,0.3601010101010101,0,0,-1,-1,9d 8c 5s,Qc,2h,0.0,checks
804180483,5.51,2,4,Jc 8c,6.07,3,0.0,0.6636363636363637,0,0,1,-1,6c 8s Ks,3d,Tc,0.0,checks
804177674,6.88,1,6,Jh Ts,1.3399999999999999,2,0.0,0.37626262626262624,0,0,-1,-1,2h As Ah,3c,Qs,0.0,checks
804175982,-1.6899999999999995,1,6,Tc Jc,33.879999999999995,2,0.0,0.9535353535353536,0,0,1,-1,9c 3c 6c,Ad,6h,38.55,raises
804175183,7.0,2,5,3s 8s,1.6,3,0.0,0.23232323232323232,0,0,-1,-1,Ah Tc 3h,Jh,9h,0.0,checks
804172263,5.2,0,6,Ah As,5.22,2,0.0,0.5914141414141414,0,0,0,-1,Th 7c 9h,8s,9c,0.0,checks
804172110,6.37,1,5,5c Kh,3.8899999999999997,3,0.0,0.7868686868686868,0,0,0,-1,Qd Kd 9h,2h,2d,0.0,checks
804167531,4.69,1,6,Qs 9s,6.12,2,0.0,0.27525252525252525,0,0,-1,-1,2h Kd 8d,Js,3c,0.0,checks
804159266,5.25,1,8,Ah Kh,4.85,2,3.5,0.8636363636363636,0,0,1,-1,8c 9c 9h,Ad,Jh,3.5,bets
804158931,6.25,1,6,3h 5c,6.529999999999999,3,2.53,0.9237373737373737,0,0,1,2,5h Jd 5s,7c,4d,0.0,calls
804158931,3.72,1,6,3h 5c,23.95,3,8.71,0.9237373737373737,0,0,1,0,5h Jd 5s,7c,4d,0.0,folds
804156652,0.0,0,8,Ad Kc,21.05,2,5.25,0.8767676767676768,0,0,0,1,6s Td 7c,As,Qh,0.0,calls
804154944,7.25,2,8,3d As,0.75,3,0.25,0.9297979797979798,0,0,-1,-1,Js 9c Ah,Qs,Ad,0.25,bets
804153824,7.25,1,8,Jh 9c,0.6,2,0.0,0.25707070707070706,0,0,-1,-1,8s Tc Ac,3s,3d,0.0,checks
804153251,14.5,1,2,2h 9c,1.0,2,0.0,0.17424242424242425,0,0,-1,-1,6h 6c Qc,4s,Th,0.0,checks
804150941,6.75,2,8,Td Ah,2.6,3,0.0,0.8121212121212121,0,0,-1,-1,Kd Qh 7h,Qd,Ad,0.0,checks
804148511,8.0,0,4,Jc 8c,14.25,2,0.0,0.23333333333333334,0,0,1,-1,9s 3s Qc,3c,5s,18.5,raises
804146749,5.0,0,7,Js Jc,5.1000000000000005,2,1.61,0.7691919191919192,0,0,0,-1,7c 7d Tc,4h,Qh,1.61,bets
804146371,12.5,1,3,Jc 7s,5.25,2,4.5,0.13787878787878788,0,0,-1,-1,4c 8c 5c,Kd,2s,4.5,bets
804146371,8.0,1,3,Jc 7s,21.75,2,12.0,0.13787878787878788,0,0,-1,0,4c 8c 5c,Kd,2s,0.0,folds
804143929,10.2,1,4,5h As,9.6,2,0.0,0.8444444444444444,0,0,0,-1,2h 7h Ac,3s,6s,0.0,checks
804142409,4.5,1,8,2d 8c,6.25,2,5.0,0.5515151515151515,0,0,1,-1,Ac Jc Qs,8s,Js,5.0,bets
804139931,5.5,1,8,Ac Tc,6.35,3,0.0,0.21818181818181817,0,0,-1,-1,2d 4c 9h,5h,6h,0.0,checks
803891612,4.43,1,5,Kc As,5.99,2,0.0,0.27121212121212124,0,0,1,-1,8c 6s 2s,3h,5d,0.0,checks
803889698,6.4799999999999995,0,4,Ah 6h,3.29,2,1.0,0.29747474747474745,0,0,-1,1,Kc 5d 7h,Ts,8h,0.0,folds
803889187,12.25,1,5,Th Kc,5.75,2,1.0,0.4712121212121212,0,0,-1,-1,5c 9h 2d,9d,2s,1.0,bets
803886361,12.8,0,6,Kh As,6.4,2,1.5,0.25555555555555554,0,0,-1,1,6c 7c Jd,Ts,9c,0.0,folds
803886178,4.51,1,5,Ac 9h,6.08,3,0.0,0.5727272727272728,0,0,1,-1,Ks 5s 2s,Kd,Kc,0.0,checks
803878915,6.03,0,4,4h 4d,7.4399999999999995,2,4.25,0.9717171717171718,0,0,1,1,5s Kh 9d,4c,Qd,28.31,raises
803873307,5.2299999999999995,0,5,Ks Ad,4.64,2,0.0,0.8898989898989899,0,0,0,-1,Th Ac Qs,Qh,6c,0.0,checks
803869722,7.25,2,6,8d 8c,0.75,3,0.0,0.6348484848484849,0,0,-1,-1,Qh Tc Qs,3c,Ah,0.0,checks
803857269,5.9,1,8,Th Qd,3.2,2,0.0,0.7111111111111111,0,0,-1,-1,6d 6c Td,Kd,Qh,0.0,checks
803854387,3.25,1,6,9s Kd,8.6,2,0.0,0.8742424242424243,0,0,1,-1,Ts Qs Jh,Ac,Js,0.0,checks
803851606,1.0,0,8,Qd Td,28.75,2,0.0,0.9686868686868687,0,0,0,-1,Ad Jc Qh,4d,Jd,36.0,raises
803848176,4.42,0,9,5s 7s,6.41,2,4.75,0.016666666666666666,0,0,-1,-1,3c 6h Js,Qd,2c,4.75,bets
803845668,14.5,1,7,4d 9s,0.75,2,0.0,0.09393939393939393,0,0,-1,-1,Qh 6h 3c,Tc,8c,0.0,checks
803807224,-2.25,0,5,Qd As,37.370000000000005,2,17.62,0.45707070707070707,0,0,-1,1,3s 8h 5s,4c,4d,0.0,folds
803805047,13.25,0,5,8d Td,3.75,2,0.0,0.15757575757575756,0,0,-1,-1,As 2s Ah,7c,5s,0.0,checks
803803398,6.13,0,6,Ah Js,2.99,2,0.0,0.5015151515151515,0,0,-1,-1,4d 4s 9c,Qd,3h,0.0,checks
803801996,3.5,0,8,6h 6s,8.1,2,0.0,0.6247474747474747,0,0,-1,-1,2h 5d 9d,8s,5h,0.0,checks
803800007,4.36,1,5,Qc Ah,6.28,2,0.0,0.8151515151515152,0,0,1,-1,7h 6h As,2h,8s,0.0,checks
803797932,5.77,0,4,Js Kh,3.5599999999999996,2,0.0,0.7616161616161616,0,0,0,-1,Qs 6h 5c,Jc,3d,0.0,checks
803797628,6.88,0,5,6h Ks,1.4900000000000002,2,0.0,0.6676767676767676,0,0,-1,-1,2c 3c 6d,Th,Ad,0.0,checks
803796636,4.11,0,6,7d 7c,11.24,2,4.36,0.7348484848484849,0,0,1,1,8s 6s 5d,8c,Tc,0.0,folds
803795801,5.22,1,6,9h 9c,4.91,2,0.0,0.7378787878787879,0,0,1,-1,6d 8s 3c,Kc,5h,0.0,checks
803795218,7.09,0,6,3s 3d,16.32,2,13.5,0.27424242424242423,0,0,-1,-1,Ks 8c 5s,6h,4s,13.5,bets
803794532,6.95,1,6,Kh 9d,1.2,2,0.57,0.1292929292929293,0,0,-1,-1,8c 7c 6h,4c,6c,0.57,bets
803794353,6.55,2,6,7d 8c,3.2,3,0.0,0.602020202020202,0,0,-1,-1,9c 7s 8h,6s,4s,0.0,checks
803790607,6.2299999999999995,0,9,Kh Ac,4.64,2,2.0,0.5136363636363637,0,0,-1,1,Js 6h 9d,Jc,3d,0.0,folds
803789209,1.7200000000000006,1,9,Jh Kh,11.809999999999999,2,0.0,0.8242424242424242,0,0,-1,-1,Qs Ks 4s,Th,5c,0.0,checks
803784480,10.25,0,5,Ah 8s,9.75,2,0.0,0.8696969696969697,0,0,0,-1,3d As Jc,Js,6c,0.0,checks
803774259,11.719999999999999,0,5,Jh Td,6.8100000000000005,2,0.0,0.15808080808080807,0,0,0,-1,Ah 4h 7h,8d,3s,0.0,checks
803772316,11.5,0,6,7h 6d,7.0,2,0.0,0.7070707070707071,0,0,1,-1,Jh 7d 3c,Kd,Kh,0.0,checks
803771707,0.47999999999999954,0,6,Kc Ks,34.11,2,18.21,1.0,0,0,1,1,Kd 6c Kh,8c,4h,0.0,calls
803771641,9.68,0,6,9s 9d,15.89,2,4.5,0.5762626262626263,0,0,0,1,5d Ts 8h,Jd,Ah,0.0,folds
803771165,6.75,1,6,4s 7s,1.5,2,0.0,0.498989898989899,0,0,0,-1,3s 4d 8d,5c,Jc,0.0,checks
803769314,1.0,1,5,Kc Th,29.0,2,8.5,0.7797979797979798,0,0,-1,-1,7c 4h Tc,2h,Ad,8.5,bets
803767877,2.0,0,6,3h Kh,26.5,2,0.0,0.9626262626262626,0,0,0,-1,6h 7h 5h,4c,4d,37.0,raises
803766101,5.5,1,5,Kd Ac,4.1,2,0.0,0.34393939393939393,0,0,-1,-1,7c 4s 6d,2c,9d,0.0,checks
803762371,4.53,2,6,Qs Kd,6.04,3,0.0,0.8151515151515152,0,0,-1,-1,Qh Jc Ks,9c,4d,0.0,checks
803761263,6.88,0,5,5c 5s,1.49,2,0.0,0.06313131313131314,0,0,-1,-1,7s 3c Qd,7c,Qc,0.0,checks
803756531,13.5,0,7,Ah 3h,3.25,2,0.0,0.16818181818181818,0,0,-1,-1,9d 8d Th,Js,5c,0.0,checks
