game_id,stack,turn_position,nb_players_start,cards,pot_size_before_decision,nb_unfolded_players,money_to_add_for_call,hand_strength,hand_pos_potential,hand_neg_potential,last_raise__flop_player,last_raise_turnplayer,flop,turn,mise en cas de raise/bet,decision
808768783,28.0,1,5,Ac 9s,4.5,2,2.14,0.855072463768116,0.0748663101604278,0.06093877968877969,-1,-1,4h 2s 2d,As,2.14,bets
808767527,25.93,0,3,Ac Qs,9.139999999999999,2,4.34,0.9439613526570049,0.11065573770491803,0.0661178107606679,1,-1,9c 5d As,Ks,4.34,bets
808766433,8.79,1,5,5d 8d,2.92,2,0.92,0.9932367149758454,0.008522727272727272,0.010955031363194628,1,-1,5h 9d 8c,8s,0.92,bets
808757030,3.96,0,6,Ah Ad,2.4299999999999997,2,0.25,0.9077294685990338,0.04640151515151515,0.04061895551257253,0,1,Ts Th 4c,9c,3.96,raises
808753697,25.28,0,5,Qd Ad,9.94,2,0.0,0.4570048309178744,0.07882267908769676,0.20783304745568895,0,-1,Kc 2s 9s,4s,0.0,checks
808752841,6.88,0,4,Jd Ks,1.3399999999999999,2,0.64,0.8908212560386474,0.013126959247648904,0.04058968058968059,-1,-1,7c Qh Qd,Js,0.64,bets
808752381,6.58,1,5,9h Ah,2.9,3,0.94,0.576328502415459,0.09434639852247076,0.1602821055816064,-1,2,3c 7c 8s,3d,0.0,folds
808752260,18.490000000000002,0,6,Jh Ad,15.52,2,7.37,0.9903381642512077,0.04924242424242424,0.03186686730990528,0,-1,9d Ah Jc,4s,7.37,bets
808750787,5.9,1,4,Ah 6h,3.2,2,0.0,0.5391304347826087,0.058526285822736765,0.16321022727272727,0,-1,3c 7c Ac,5c,0.0,checks
808750787,5.9,1,4,Ah 6h,4.45,2,1.25,0.5391304347826087,0.058526285822736765,0.16321022727272727,0,0,3c 7c Ac,5c,0.0,folds
808750695,6.130000000000001,0,6,4h As,2.46,2,0.0,0.6666666666666666,0.09384796238244514,0.187918142463597,1,-1,4s 9h 3s,6h,0.0,checks
808743953,14.0,1,6,8h Jh,2.0,2,0.0,0.24444444444444444,0.06644691186675919,0.22753802617615848,1,-1,3s Ks 9s,4h,0.0,checks
808743953,14.0,1,6,8h Jh,3.52,2,1.52,0.24444444444444444,0.06644691186675919,0.22753802617615848,1,0,3s Ks 9s,4h,0.0,folds
808742926,6.38,1,5,6s 6c,3.11,2,3.0,0.9816425120772947,0.1937799043062201,0.04818360773085183,0,-1,5d 2c Ah,6d,3.0,bets
808742686,14.0,2,6,7d As,3.25,3,0.0,0.7758454106280194,0.21286266924564798,0.11326979472140762,-1,-1,Kd 7c 2d,3d,0.0,checks
808741250,7.25,1,5,2c Th,0.6,2,0.0,0.1492753623188406,0.06795224977043159,0.18099173553719008,-1,-1,Qs 4d 5h,9c,0.0,checks
808739809,13.75,0,6,Ah Th,3.25,2,2.0,0.8280193236714976,0.10246107483676545,0.09097515856236786,-1,-1,Tc Qh 5s,3s,2.0,bets
808735082,5.99,1,5,Ad 9s,3.12,2,0.0,0.44106280193236713,0.08786839232808358,0.19557286531256163,0,-1,8h 5s 4d,Td,0.0,checks
808734299,6.89,1,5,Tc 4s,1.8299999999999996,3,0.0,0.7710144927536232,0.09517045454545454,0.11399103393485416,0,-1,Ts Qs 5h,3h,0.0,checks
808732670,5.0,0,5,Ah 7h,5.25,2,0.0,0.5391304347826087,0.06399521531100479,0.17555335968379446,1,-1,8s As Qs,Ts,0.0,checks
808731413,10.5,1,6,2h 3h,9.25,2,3.16,0.9521739130434783,0.3048128342245989,0.02327991157778392,1,-1,2s 9h 4h,2c,3.16,bets
808443351,13.5,1,5,Th 9c,5.0,2,0.0,0.3753623188405797,0.1714844295489457,0.18259888965995835,1,-1,Ks Qd Kh,2s,0.0,checks
808443105,6.12,1,5,8h 8s,3.1099999999999994,2,0.98,0.921256038647343,0.019955654101995565,0.08864589289117591,1,-1,7h 3c 7d,7c,0.98,bets
808442391,13.75,1,6,As 9s,3.25,2,0.0,0.4681159420289855,0.13980343980343982,0.17031511433351923,-1,-1,Jh 2h Qs,Kd,0.0,checks
808441352,6.35,1,4,4h Ah,17.3,2,5.5,0.4217391304347826,0.16056083220262324,0.14285714285714285,1,-1,Jd Kh 3s,5c,5.5,bets
808440455,7.0,1,6,6d 8c,1.1,2,1.5,0.6666666666666666,0.16183385579937304,0.13213301849665485,1,-1,9c 6s Td,5s,1.5,bets
808440184,7.25,1,6,5d 9s,0.75,3,0.0,0.16666666666666666,0.10651934570619692,0.237095531587057,-1,-1,Qc 6c 3s,6h,0.0,checks
808439766,7.25,1,5,Kc As,16.25,2,0.0,0.6227053140096618,0.11941887226697354,0.1742716066676005,-1,-1,3d 8c 7c,8d,0.0,checks
808439720,6.01,1,6,Kh As,4.57,3,0.0,0.9009661835748792,0.06818181818181818,0.1370563928050559,1,-1,Qc Ah 6c,5c,0.0,checks
808438340,13.5,0,8,2c 2d,5.75,2,2.0,0.5956521739130435,0.05787589498806683,0.3020296154412848,-1,1,Qs 9s Jh,Qd,0.0,folds
808438107,7.0,0,5,Qd As,17.0,2,8.07,0.4642512077294686,0.3289152707757359,0.09376757263355201,1,-1,Ts Ks 3c,4s,8.07,bets
808437844,7.25,1,7,6d 5c,0.75,3,0.0,0.05458937198067633,0.2082800365463682,0.2741282689912827,-1,-1,2s Kd 2h,2d,0.0,checks
808437844,7.25,1,7,6d 5c,1.1099999999999999,2,0.36,0.05458937198067633,0.2082800365463682,0.2741282689912827,-1,0,2s Kd 2h,2d,0.0,folds
808437438,9.129999999999999,1,5,Ac Qh,12.240000000000002,2,0.0,0.4570048309178744,0.07725666559588822,0.22327044025157233,1,-1,9s 3s Ks,5h,0.0,checks
808436507,11.75,0,5,Ac 2c,6.5,2,3.09,0.8705314009661835,0.1518375241779497,0.09468862635162195,1,-1,As Ts 4h,Jc,3.09,bets
808436316,13.85,0,5,Ad Ts,2.8,2,1.72,0.81256038647343,0.09413936317489617,0.10441350710900474,-1,-1,Td Jc 7h,2h,1.72,bets
808435635,12.31,0,6,Ks Ts,9.04,2,2.91,0.33816425120772947,0.1553305185380657,0.20672829994863892,1,1,9c 2c 6c,Qs,0.0,calls
808435025,13.87,1,6,9d Ks,2.26,2,0.0,0.8714975845410629,0.06768048128342247,0.1476896032144651,1,-1,Kc Jc 3s,4c,0.0,checks
808433227,-2.5,1,6,Ah Kh,20.35,2,0.0,0.49130434782608695,0.36387176853278547,0.09569377990430622,0,-1,2h Qd 6s,Th,16.45,raises
808431975,6.75,2,5,3h 3c,2.5,3,0.0,0.6323671497584541,0.047780959198282034,0.26544066620402496,-1,-1,Qs Qd 6h,8c,0.0,checks
808430837,7.0,0,6,3d Kd,16.0,2,5.06,0.642512077294686,0.07622471362417743,0.22417664670658682,0,-1,Ah 2h Qd,3h,5.06,bets
808429181,6.48,1,6,Js 3s,2.14,2,0.0,0.8531400966183574,0.11320754716981132,0.12418283963227783,0,-1,Jh 4s 7c,9h,0.0,checks
808429181,6.48,1,6,Js 3s,3.16,2,1.02,0.8531400966183574,0.11320754716981132,0.12418283963227783,0,0,Jh 4s 7c,9h,0.0,calls
808428440,11.5,0,5,Js Th,11.5,2,4.5,0.8608695652173913,0.06060606060606061,0.07458816351433802,1,1,8d 3s Jc,3c,0.0,calls
808427895,12.25,1,9,Kd Td,6.25,2,0.0,0.4256038647342995,0.3244612232508727,0.13605720122574055,-1,-1,8d Ad 6h,7c,0.0,checks
808427895,12.25,1,9,Kd Td,9.22,2,2.97,0.4256038647342995,0.3244612232508727,0.13605720122574055,-1,0,8d Ad 6h,7c,0.0,calls
808425384,10.5,1,9,Ac 8c,9.75,2,0.0,0.576328502415459,0.2650061563718449,0.12672061715322946,1,-1,Qh 7c 6d,6c,45.5,raises
808424206,14.0,1,6,8s Qd,2.0,2,1.24,0.2806763285024155,0.3015687583444593,0.15150231124807395,1,-1,6d 5d 4d,6s,1.24,bets
808424135,12.33,0,5,9s Td,8.61,2,2.77,0.9483091787439614,0.228099173553719,0.027293535559049294,1,1,7c 8s Tc,Th,12.33,raises
808421849,13.35,1,6,9s Kc,3.3,2,0.0,0.7661835748792271,0.21437847866419296,0.10721219735038831,-1,-1,7c 6c Ad,9c,0.0,checks
