game_id,stack,position,nb_players_start,cards,pot_size_before_decision,nb_unfolded_players,money_to_add_to_call,last_raise__preflop_player,mise en cas de raise/bet,decision
793842460,15.0,2,5,7c Qc,0.75,5,0.5,-3,0.0,folds
793842237,29.5,2,5,5d 4c,4.0,3,2.0,0,0.0,folds
793841921,15.0,1,4,Jc Jd,0.75,4,0.5,-3,1.75,raises
793841852,15.0,2,5,2s 3s,0.75,5,0.5,-3,0.0,folds
793841540,15.0,0,4,3s 2h,0.75,3,0.5,-3,0.0,folds
793841353,29.0,1,5,5d 4s,4.5,2,2.0,0,0.0,folds
793841303,7.25,1,9,6h Jh,0.75,3,0.0,-3,0.0,checks
793841276,14.75,1,6,8d Ac,0.75,2,0.25,-3,0.0,calls
793841276,14.5,1,6,8d Ac,2.0,2,1.25,0,3.59,raises
793840778,14.5,1,6,4c Qh,2.25,2,1.0,0,0.0,folds
793840702,30.0,2,6,2h 7h,1.5,6,1.0,-3,0.0,folds
793840661,15.0,2,6,2h Ah,0.75,5,0.5,-3,0.0,folds
793840271,15.0,1,5,9d Kh,0.75,4,0.5,-3,0.0,folds
793840225,15.0,1,6,8h 2s,0.75,4,0.5,-3,0.0,folds
793840180,30.0,1,6,5d 4c,1.5,4,1.0,-3,0.0,folds
793839808,15.0,3,6,6h 4d,0.75,6,0.5,-3,0.0,folds
793839787,15.0,0,5,2d Ah,0.75,3,0.5,-3,0.0,folds
793839717,14.75,2,5,2d 2h,0.75,3,0.25,-3,0.0,calls
793839025,14.5,1,5,Js 4h,1.8,2,0.55,0,0.0,folds
793838951,30.0,0,6,3c 7h,6.5,5,2.5,2,0.0,folds
793838698,14.75,2,6,4d 3d,2.25,3,1.25,0,0.0,folds
793838303,15.0,2,5,Qd Ad,0.75,5,0.5,-3,1.75,raises
793838273,15.0,0,6,8s 8d,1.85,4,1.1,1,0.0,calls
793838139,29.5,2,5,Kc Ac,4.0,3,2.0,0,7.5,raises
793838034,14.75,1,6,3c 9s,0.75,2,0.25,-3,0.0,folds
793838037,15.0,1,5,7c 6h,1.75,5,1.0,2,0.0,folds
793837955,15.0,2,5,7c Qs,0.75,5,0.5,-3,0.0,folds
793837857,29.0,1,5,9c 4d,3.5,2,1.0,0,0.0,folds
793837758,14.5,1,6,Jd 9s,2.25,2,1.0,0,0.0,folds
793837655,30.0,2,5,Jc 4c,1.5,5,1.0,-3,0.0,folds
793837631,15.0,1,5,9d Th,0.75,4,0.5,-3,0.0,folds
793837592,15.0,1,6,6c Kh,0.75,4,0.5,-3,0.0,folds
793836923,15.0,0,5,4d 4c,2.25,4,1.5,1,0.0,folds
793836778,30.0,1,5,Tc 8d,4.0,5,2.5,2,0.0,folds
793836709,15.0,0,5,8h 7h,1.75,4,1.0,1,0.0,folds
793836430,14.5,2,6,2h 9s,2.75,3,0.5,1,0.0,folds
793836060,14.75,2,5,Kd Td,2.25,3,1.25,0,0.0,folds
793835978,30.0,0,6,Jh Ts,1.5,4,1.0,-3,3.0,raises
793835978,27.0,0,6,Jh Ts,12.5,3,9.0,1,0.0,folds
793835941,15.0,3,6,4h 6h,0.75,6,0.5,-3,0.0,folds
793835891,14.75,2,5,4d 6h,1.75,3,0.75,0,0.0,folds
793835715,15.0,0,6,8h 7h,2.25,4,1.5,1,0.0,folds
793835213,29.5,1,6,4s 8h,1.5,2,0.5,-3,0.0,folds
793834948,14.75,2,6,8h 2c,2.0,3,1.0,0,0.0,folds
793834947,15.0,2,6,Js 8h,0.75,5,0.5,-3,0.0,folds
793834282,15.0,3,6,5h Jh,0.75,6,0.5,-3,0.0,folds
793834181,29.0,1,6,6h Kc,4.0,2,1.5,0,0.0,folds
793833937,14.5,2,6,6d Td,3.75,3,1.0,1,0.0,calls
793833756,15.0,1,6,8h 7s,2.25,5,1.5,2,0.0,folds
793833500,30.0,3,6,Kc 8c,1.5,6,1.0,-3,0.0,folds
793833233,7.5,6,9,Kc Ah,0.35,9,0.25,-3,0.88,raises
793833092,30.0,2,6,3s Js,1.5,5,1.0,-3,0.0,folds
793832950,15.0,2,6,6h 2c,2.25,6,1.5,3,0.0,folds
793832712,30.0,1,6,9c Kh,1.5,4,1.0,-3,0.0,folds
793832641,15.0,0,6,Js 7h,2.0,4,1.25,1,0.0,folds
793832447,15.0,3,6,Js Ts,0.75,6,0.5,-3,1.75,raises
793832137,15.0,1,6,As 4h,0.75,4,0.5,-3,0.0,folds
793831864,15.0,2,6,Kh Kc,0.75,5,0.5,-3,2.25,raises
793831821,14.75,2,6,6d Qd,2.25,3,1.25,0,0.0,folds
793831743,30.0,0,5,Jc 7c,1.5,3,1.0,-3,2.7,raises
793831667,7.5,5,9,9s 7d,0.6,9,0.25,-3,0.0,folds
793831085,7.5,4,9,3d 4h,0.85,8,0.5,5,0.0,folds
793830959,15.0,0,6,7c 8s,2.25,4,1.5,1,0.0,folds
793830370,29.5,1,5,Jh 2h,1.5,2,0.5,-3,0.0,calls
793830181,14.75,2,6,Tc 3d,2.25,3,1.25,0,0.0,folds
793830148,14.5,1,6,8s 6s,1.75,2,0.5,0,0.0,calls
793830122,7.5,3,8,4s 2h,1.85,8,0.75,5,0.0,folds
793829981,15.0,0,5,7c 7s,2.0,4,1.25,1,0.0,calls
793829745,30.0,2,5,6s 3d,1.5,5,1.0,-3,0.0,folds
793829595,7.5,2,8,9s 5h,1.5899999999999999,7,0.62,4,0.0,folds
793829513,15.0,3,6,9d 5d,0.75,6,0.5,-3,0.0,folds
793829310,14.75,3,6,Th Qs,2.25,4,1.25,0,0.0,folds
793828459,30.0,1,6,6s 8d,1.5,5,1.0,-3,0.0,folds
793828179,15.0,3,6,Qd Jh,0.75,6,0.5,-3,0.0,folds
793827815,14.5,1,6,Jc Kd,2.25,2,1.0,0,0.0,calls
793827729,7.5,1,8,Qs Js,0.85,6,0.25,-3,0.0,calls
793827695,15.0,2,6,8c As,0.75,5,0.5,-3,0.0,folds
793827179,15.0,3,6,Ad Kh,0.75,6,0.5,-3,1.75,raises
793826993,30.0,0,6,3d 4h,4.5,4,3.0,1,0.0,folds
793826805,15.0,1,6,7d 2h,2.25,5,1.5,2,0.0,folds
793826793,15.0,2,6,Qh Ks,2.25,6,1.5,3,0.0,folds
793826688,15.0,2,5,4h 5c,0.75,5,0.5,-3,0.0,folds
793826535,7.5,0,8,4s Td,1.1,6,0.25,-3,0.0,folds
793826386,15.0,1,5,3d 4h,0.75,4,0.5,-3,0.0,folds
793826370,29.5,2,6,9d 6s,4.0,3,2.0,0,0.0,folds
793826141,15.0,1,5,Ac 6c,0.75,4,0.5,-3,1.75,raises
793826141,13.25,1,5,Ac 6c,8.0,2,5.5,0,0.0,folds
793825997,15.0,0,5,Ks 8h,0.75,3,0.5,-3,0.0,folds
793825864,15.0,0,5,6c Ks,0.75,3,0.5,-3,0.0,folds
793825739,29.0,0,5,Jd 2d,3.5,2,1.5,1,0.0,calls
793825649,7.4,3,7,Tc 7d,2.02,4,1.3199999999999998,0,0.0,folds
793825641,15.0,0,5,Jh 4d,2.25,4,1.5,1,0.0,folds
793825329,14.75,1,5,9s 4c,0.75,2,0.25,-3,0.0,folds
793825312,14.75,2,5,8h 9s,2.25,3,1.25,0,0.0,folds
793825261,14.75,-2,4,9d 4d,2.25,3,1.25,0,0.0,folds
793824739,7.25,2,7,Qc Qd,2.66,3,1.54,0,9.75,raises
793824601,14.5,1,5,7c 5h,2.0,2,0.75,0,0.0,folds
793824349,14.5,1,5,Qd 6c,1.8,2,0.55,0,0.0,folds
793823741,7.5,4,7,4s Js,0.35,7,0.25,-3,0.0,folds
793823186,15.0,2,5,2s 8d,0.75,5,0.5,-3,0.0,folds
793822965,15.0,1,5,3d 4h,0.75,4,0.5,-3,0.0,folds
793822656,7.5,3,7,Jh 8d,0.6,7,0.25,-3,0.0,folds
793822384,15.0,0,5,Kd 4c,2.25,4,1.5,1,0.0,folds
793822365,7.5,2,8,Td 4c,1.1,6,0.75,3,0.0,folds
793822018,14.75,1,5,5s 6s,0.75,2,0.25,-3,0.0,calls
793821841,7.5,2,9,8d Ad,0.35,5,0.25,-3,0.0,folds
793821574,14.5,-2,4,Th Ac,9.35,4,6.25,-1,0.0,folds
793821389,7.5,1,8,Ac Qc,1.5899999999999999,6,0.62,3,2.5,raises
793821389,5.0,0,8,Ac Qc,26.97,2,22.98,1,0.0,folds
793820959,15.0,1,4,4h Jd,0.75,4,0.5,-3,0.0,folds
793820844,7.5,0,8,8h 2d,1.35,5,0.5,2,0.0,folds
793820840,15.0,0,4,2s 7h,0.75,3,0.5,-3,0.0,folds
793819840,14.75,-2,6,6d 3d,3.75,5,1.25,1,0.0,folds
793819801,7.4,4,8,Ah 3h,1.1,5,0.15,-3,0.0,calls
793819150,14.5,0,6,6c 3d,2.0,2,1.0,1,0.0,folds
793818718,7.25,2,8,7c Ah,1.9,4,0.44999999999999996,0,0.0,folds
793818050,7.5,5,8,4d 8h,0.35,8,0.25,-3,0.0,folds
793817166,7.5,4,8,8d 3s,0.6,8,0.25,-3,0.0,folds
793816150,7.5,3,9,2h Kd,0.6,7,0.25,-3,0.0,folds
793816154,15.0,3,6,4d 5h,0.75,6,0.5,-3,0.0,folds
793815250,7.5,2,9,Jh Js,0.85,7,0.25,-3,1.38,raises
793814899,15.0,2,6,5h 5c,2.25,6,1.5,3,0.0,folds
793814568,7.5,1,9,Jc Qh,1.1,5,0.75,2,0.0,folds
793814291,7.5,0,9,Tc 2c,1.6,4,1.25,1,0.0,folds
793813375,15.0,1,6,2d 2c,0.75,4,0.5,-3,1.0,raises
793813201,7.4,3,9,Jd 9d,0.85,4,0.15,-3,0.0,calls
793812941,15.0,0,6,3c 6c,0.75,3,0.5,-3,0.0,folds
793812369,7.25,2,9,2h 5c,1.0,4,0.0,-3,0.0,checks
793812250,14.75,1,6,9s 6c,0.75,2,0.25,-3,0.0,folds
793811939,7.5,6,9,Jc 3c,0.35,9,0.25,-3,0.0,folds
793811515,14.5,1,6,Ad 5h,5.0,3,3.0,2,0.0,folds
793811358,7.5,5,9,7h 5d,0.6,9,0.25,-3,0.0,folds
793810861,15.0,3,6,7c 8d,0.75,6,0.5,-3,0.0,folds
793810783,7.5,4,9,2d Qd,0.35,7,0.25,-3,0.0,folds
793810386,15.0,2,6,3s Qh,0.75,5,0.5,-3,0.0,folds
793809870,7.5,3,9,6c Td,2.35,8,1.0,5,0.0,folds
793809247,7.5,2,9,5s Qs,0.85,7,0.25,-3,0.0,folds
793809135,15.0,1,6,Tc 9s,2.25,5,1.5,2,0.0,folds
793808657,15.0,0,6,Jd 9h,0.75,3,0.5,-3,0.0,folds
793808515,7.5,1,9,Qs 7c,0.6,5,0.25,-3,0.0,folds
793808058,7.5,0,8,5s Qd,1.6,4,1.25,1,0.0,folds
793807857,14.75,2,6,8d 3c,2.25,3,1.25,0,0.0,folds
793806882,14.5,0,5,Qc 6c,2.0,2,1.0,1,0.0,calls
793806747,7.4,3,7,8d 8s,1.4500000000000002,4,0.45000000000000007,1,0.0,calls
793806513,15.0,2,5,2h Ts,0.75,5,0.5,-3,0.0,folds
793806117,15.0,1,5,2h 7h,0.75,4,0.5,-3,0.0,folds
793805674,7.25,0,6,9d 6d,0.75,2,0.25,1,0.0,calls
793805453,15.0,0,5,Tc 7s,0.75,4,0.5,-3,0.0,folds
793804788,14.75,-2,4,8h 4d,1.75,3,0.75,0,0.0,folds
793804225,14.5,0,4,6s 9h,2.0,2,1.0,1,0.0,folds
793559189,15.0,1,5,Ac Tc,0.75,4,0.5,-3,1.75,raises
793558866,15.0,0,5,3h 7h,2.25,4,1.5,1,0.0,folds
793558849,7.5,0,4,4c 6s,0.35,3,0.25,-3,0.0,folds
793558742,7.4,1,4,5s Ah,0.35,2,0.15,-3,0.0,calls
793558742,7.25,1,4,5s Ah,1.37,2,1.02,0,0.0,folds
793558726,14.75,2,5,8h 6c,2.25,3,1.25,0,0.0,folds
793558598,30.0,0,3,Qc Qh,1.5,3,1.0,-3,2.7,raises
793558517,29.5,-2,3,4h 7c,1.5,2,0.5,-3,0.0,folds
793558356,15.0,1,5,Ah 2s,0.75,4,0.5,-3,0.0,folds
793558268,7.25,1,5,Kc 6h,1.49,3,0.37,0,0.0,folds
793558163,14.5,1,5,4d Ad,2.5,3,0.5,0,0.0,calls
793558091,29.0,0,3,8d Jh,3.5,2,1.5,-2,0.0,calls
793557870,15.0,0,6,8d Tc,3.25,5,1.5,2,0.0,folds
793557536,7.5,2,6,As 6h,0.35,5,0.25,-3,0.0,folds
793557403,30.0,1,5,Td 2s,1.5,5,1.0,-3,0.0,folds
793557364,7.5,2,6,2c 9s,0.35,5,0.25,-3,0.0,folds
793557308,30.0,0,5,5h 4h,1.5,3,1.0,-3,0.0,folds
793557285,15.0,2,5,9d 9h,0.75,5,0.5,-3,1.75,raises
793557267,14.75,-2,5,6d Qh,3.25,4,1.0,1,0.0,folds
793557194,29.5,2,5,7s 3h,4.5,3,2.5,0,0.0,folds
793557115,7.5,1,6,7c 6d,1.1,5,0.75,2,0.0,folds
793557070,15.0,1,5,Tc 9c,0.75,4,0.5,-3,0.0,folds
793557000,14.5,1,5,8c 4s,2.25,2,1.0,0,0.0,folds
793556934,7.5,1,6,9s Qc,1.1,5,0.75,2,0.0,folds
793556866,29.0,1,5,2c 4c,4.5,2,2.0,0,0.0,folds
793556838,15.0,2,5,5d 7s,0.75,5,0.5,-3,0.0,folds
793556825,15.0,0,5,Qh Th,0.75,3,0.5,-3,1.35,raises
793556825,13.65,0,5,Qh Th,6.6,2,4.75,1,0.0,folds
793556781,7.5,0,6,Td 6d,2.47,5,1.62,1,0.0,folds
793556744,15.0,1,5,Jd Ks,0.75,4,0.5,-3,1.75,raises
793556732,7.5,0,6,2d Jd,0.85,4,0.5,1,0.0,folds
793556689,14.75,2,5,3h 9d,2.25,3,1.25,0,0.0,folds
793556548,7.4,2,6,9s 2s,1.1,3,0.65,0,0.0,folds
793556491,7.4,2,6,5s Js,0.85,3,0.4,0,0.0,folds
793556415,7.25,1,6,5s 7s,1.1,2,0.5,0,0.0,folds
793556331,7.25,1,5,Jd 3s,0.85,2,0.25,0,0.0,folds
793556330,30.0,2,6,6h 7d,1.5,5,1.0,-3,0.0,folds
793556320,15.0,0,5,5s Jd,0.75,3,0.5,-3,0.0,folds
793556204,7.5,3,6,Jc Th,0.35,6,0.25,-3,0.0,folds
793556140,30.0,1,6,Kh 5h,1.5,4,1.0,-3,0.0,folds
793556137,7.5,2,5,7d 6d,0.35,5,0.25,-3,0.0,folds
793556108,7.5,2,6,Tc Qs,0.35,5,0.25,-3,0.0,folds
793556061,15.0,2,6,Ad Ac,2.25,6,1.5,3,0.0,calls
793556037,7.5,1,5,6h 3s,0.35,4,0.25,-3,0.0,folds
793556032,14.5,1,5,7d 9d,1.75,2,0.5,0,0.0,calls
793556018,14.75,2,5,2s 4s,1.75,3,0.75,0,0.0,folds
793555994,30.0,0,6,5s Ah,1.5,3,1.0,-3,2.7,raises
793555909,7.5,0,5,5d Ts,0.35,3,0.25,-3,0.0,folds
793555892,29.5,1,6,5s 2h,1.5,2,0.5,-3,0.0,folds
793555884,7.5,1,6,6c 4c,1.1,5,0.75,2,0.0,folds
793555872,15.0,2,5,Ac 4s,0.75,5,0.5,-3,0.0,folds
793555822,14.5,0,5,Qd 8h,2.0,2,1.0,1,0.0,folds
793555695,7.5,0,6,Qc As,1.1,4,0.75,1,1.95,raises
793555684,7.4,2,5,2c Qc,0.85,3,0.4,0,0.0,folds
793555681,15.0,1,6,Ks 6d,2.0,5,1.25,2,0.0,folds
793555615,15.0,2,5,2h Jc,0.75,5,0.5,-3,0.0,folds
793555453,7.25,1,6,5h 2s,1.1,2,0.5,0,0.0,folds
793555452,7.4,2,6,Qs 4h,0.85,3,0.4,0,0.0,folds
793555385,29.0,1,5,Ts Jh,6.0,3,1.5,0,0.0,calls
793555316,15.0,1,5,6h 6c,0.75,4,0.5,-3,0.0,folds
793555260,15.0,1,5,5d Tc,0.75,4,0.5,-3,0.0,folds
793555231,15.0,0,5,3d 7h,0.75,3,0.5,-3,0.0,folds
793555110,15.0,4,7,9d 4d,0.75,7,0.5,-3,0.0,folds
793555084,15.0,0,6,5c 3h,2.25,4,1.5,1,0.0,folds
793555064,14.75,3,6,7h Kh,1.75,4,0.75,0,3.25,raises
793555022,7.25,1,6,4d Qd,0.97,2,0.37,0,0.0,calls
793554989,14.75,1,5,2h 8h,0.75,2,0.25,-3,0.0,folds
793554945,15.0,3,7,3s 3c,0.75,6,0.5,-3,0.0,folds
793554925,15.0,0,5,2h Js,2.25,4,1.5,1,0.0,folds
793554772,15.0,2,5,9s 7h,0.75,5,0.5,-3,0.0,folds
793554620,15.0,1,5,9d 8c,0.75,4,0.5,-3,0.0,folds
793554435,14.75,-2,5,Kd 2s,3.25,4,1.0,1,0.0,folds
793554422,7.5,1,5,5d Ks,0.6,5,0.25,-3,0.0,folds
793554318,7.5,3,6,8s 4s,0.35,6,0.25,-3,0.0,folds
793554217,14.5,1,6,3s Ks,5.0,3,3.0,2,0.0,folds
793554214,7.5,0,5,Ad 6s,1.1,4,0.75,1,0.0,folds
793554178,14.5,1,5,2d 6d,2.25,2,1.0,0,0.0,folds
793554149,15.0,0,5,4c 3h,0.75,3,0.5,-3,0.0,folds
793554125,7.5,2,6,5c 4h,1.1,6,0.75,3,0.0,folds
793554103,15.0,2,7,Td 2c,0.75,5,0.5,-3,0.0,folds
793554035,7.4,2,5,Qc 2c,1.1,3,0.65,0,0.0,folds
793553884,15.0,2,5,Ah Qs,0.75,5,0.5,-3,1.75,raises
793553783,14.75,1,6,5s Js,0.75,2,0.25,-3,0.0,calls
793553783,14.5,1,6,5s Js,2.0,2,1.25,0,0.0,folds
793553782,15.0,1,9,Js 2s,3.25,6,2.5,2,0.0,folds
793553668,7.5,1,6,Ah 7c,1.1,5,0.75,2,0.0,folds
793553594,7.25,1,6,Kd Ad,1.47,3,0.36,0,2.35,raises
793553594,4.9,1,6,Kd Ad,13.77,2,9.7,0,8.75,raises
793553567,15.0,1,4,Td 3h,0.75,4,0.5,-3,0.0,folds
793553293,7.5,3,6,Jh Ks,0.35,6,0.25,-3,0.0,folds
793553287,15.0,0,4,3d Th,0.75,3,0.5,-3,0.0,folds
793553247,14.5,1,6,9c Ts,2.0,2,0.75,0,0.0,calls
793553230,7.5,0,6,Tc Kc,0.35,3,0.25,-3,0.68,raises
793553230,6.82,0,6,Tc Kc,3.1799999999999997,2,2.25,1,0.0,calls
793553156,7.5,2,6,6s Qc,0.35,5,0.25,-3,0.0,folds
793553089,15.0,0,9,Kd Td,1.75,4,1.0,1,0.0,folds
793553035,7.5,1,6,Jh Qh,0.35,4,0.25,-3,0.88,raises
793552935,15.0,3,6,Tc Ad,0.75,6,0.5,-3,0.0,folds
793552912,7.5,0,6,9h Kh,0.85,4,0.5,1,0.0,folds
793552873,7.4,2,6,3d Td,1.1,3,0.65,0,0.0,folds
793552785,14.75,-2,4,Ks 3d,2.0,3,1.0,0,0.0,folds
793552688,15.0,2,5,9h 6s,0.75,5,0.5,-3,0.0,folds
793552580,7.4,2,6,Ts Ah,1.1,3,0.65,0,1.15,raises
793552568,15.0,1,5,2d 3s,0.75,4,0.5,-3,0.0,folds
793552448,15.0,0,5,Th 3c,2.25,4,1.5,1,0.0,folds
793552431,7.25,0,6,9h Kh,1.0,2,0.5,1,0.0,calls
793552411,7.25,1,6,2h Ac,0.95,2,0.35,0,0.0,folds
793552224,14.75,1,5,7s 8d,0.75,2,0.25,-3,0.0,folds
793552185,7.5,3,6,2c Th,0.35,6,0.25,-3,0.0,folds
793552111,14.75,3,9,7s 7d,3.75,4,1.25,1,0.0,calls
793552063,7.5,3,6,7s Tc,0.35,6,0.25,-3,0.0,folds
793552006,7.5,2,6,Ks 9h,0.35,5,0.25,-3,0.0,folds
793551932,14.5,1,5,2h 7d,1.75,2,0.5,0,0.0,folds
793551922,7.5,2,6,Jd Qc,0.35,5,0.25,-3,0.0,folds
793551815,15.0,2,5,Ah Jh,0.75,5,0.5,-3,1.75,raises
793551713,7.5,1,5,7h 7d,0.35,4,0.25,-3,0.88,raises
793551565,7.5,0,5,Tc 6s,0.35,3,0.25,-3,0.0,folds
793551497,7.5,1,6,4h 4d,0.85,5,0.5,2,0.0,folds
793551345,15.0,1,5,Qs 4s,2.0,5,1.25,2,0.0,folds
793551250,14.5,3,9,4c 5d,5.0,5,1.0,1,0.0,folds
793551242,7.4,1,5,6h Th,0.35,2,0.15,-3,0.52,raises
793551180,15.0,0,5,Ts 5d,2.0,4,1.25,1,0.0,folds
793551151,7.5,0,6,Jd 3s,1.1,4,0.75,1,0.0,folds
793551083,7.25,0,5,5d 7h,1.0,2,0.5,1,0.0,folds
793551061,7.4,1,6,Kh 4s,0.35,2,0.15,-3,0.0,folds
793551025,14.75,1,5,Kh 9h,0.75,2,0.25,-3,1.0,raises
793550911,7.25,2,6,6d Jd,3.85,3,2.5,0,0.0,folds
793550851,14.5,1,5,3s Kc,1.75,2,0.5,0,0.0,folds
793547036,30.0,5,9,9c Js,1.5,8,1.0,-3,0.0,folds
793546832,30.0,4,9,2d Jd,1.5,7,1.0,-3,0.0,folds
793546526,30.0,3,9,Td 2h,1.5,6,1.0,-3,0.0,folds
793546495,7.5,2,6,6c Th,0.35,5,0.25,-3,0.0,folds
793546275,7.5,1,5,8d 5s,0.35,4,0.25,-3,0.0,folds
793546114,30.0,2,9,3d Qc,4.5,6,3.0,3,0.0,folds
793545845,7.5,0,6,Kc 5s,1.85,5,1.25,1,0.0,folds
793545787,30.0,1,9,5d 7d,6.5,6,4.0,2,0.0,folds
793545733,15.0,2,6,Ks Js,2.25,6,1.5,3,0.0,folds
793545537,15.0,1,5,2d 7c,0.75,4,0.5,-3,0.0,folds
793545532,15.0,1,6,2h Ad,2.25,5,1.5,2,0.0,folds
793545428,7.4,1,6,Jc Ah,0.35,2,0.15,-3,0.52,raises
793545275,15.0,2,6,6s Jd,2.25,6,1.5,3,0.0,folds
793545158,30.0,2,5,Qh 4c,1.5,5,1.0,-3,0.0,folds
793545079,15.0,0,5,Jd Ks,2.0,4,1.25,1,0.0,folds
793545052,30.0,0,9,Td 8s,6.5,5,2.5,2,0.0,folds
793545033,7.25,1,6,8d Ad,1.1,2,0.5,0,0.0,calls
793544984,15.0,2,6,Qd Ah,0.75,5,0.5,-3,1.75,raises
793544984,13.25,0,6,Qd Ah,7.0,2,5.0,1,0.0,folds
793544943,14.75,1,5,Js 3c,0.75,2,0.25,-3,0.0,folds
793544903,30.0,1,5,5c 7c,1.5,4,1.0,-3,0.0,folds
793544840,15.0,0,6,7d Ks,0.75,3,0.5,-3,0.0,folds
793544805,29.5,2,9,5s 7c,3.5,3,1.5,0,0.0,folds
793544795,15.0,1,5,4c 9h,0.75,4,0.5,-3,0.0,folds
793544780,30.0,0,5,5d Kc,4.5,4,3.0,1,0.0,folds
793544763,15.0,1,6,6s Ts,2.0,5,1.25,2,0.0,folds
793544568,29.0,1,8,6h 4d,4.5,2,2.0,0,0.0,folds
793544526,14.5,1,5,6s Ah,2.0,2,0.75,0,0.0,calls
793544501,7.5,3,6,4s 3s,0.35,6,0.25,-3,0.0,folds
793544401,14.75,2,6,Jd Qs,2.25,3,1.25,0,0.0,folds
793544392,29.5,-2,5,7h Ks,7.5,4,2.5,1,0.0,folds
793544358,15.0,0,5,Kh Ks,0.75,3,0.5,-3,1.35,raises
793544265,15.0,2,5,Ks Kh,0.75,5,0.5,-3,1.75,raises
793544265,13.25,1,5,Ks Kh,7.5,2,5.0,0,19.5,raises
793544257,15.0,0,5,9d 4d,2.25,4,1.5,1,0.0,folds
793544178,14.5,1,6,7h 8s,1.75,2,0.5,0,0.0,folds
793544143,15.0,1,5,Qd 3c,0.75,4,0.5,-3,0.0,folds
793544138,30.0,5,8,2s 3h,1.5,8,1.0,-3,0.0,folds
793544130,14.75,1,5,3s 8c,0.75,2,0.25,-3,0.0,folds
793544096,14.75,1,5,8d 4c,0.75,2,0.25,-3,0.0,folds
793544083,7.5,2,6,Kh Tc,1.1,6,0.75,3,0.0,folds
793544045,30.0,4,8,Ah 5c,1.5,7,1.0,-3,0.0,folds
793543975,7.5,1,6,3d 4s,0.35,4,0.25,-3,0.0,folds
793543950,30.0,3,8,Qc Ts,1.5,6,1.0,-3,0.0,folds
793543882,29.0,1,5,Kd 2c,7.0,3,2.0,0,0.0,folds
793543869,19.5,-1,3,Kd 9h,1.5,3,0.5,-3,0.0,folds
793543779,14.5,1,5,9s Ks,2.25,2,1.0,0,0.0,calls
793543737,15.0,3,6,Jc Ad,0.75,6,0.5,-3,1.0,raises
793543723,30.0,2,5,9d 2h,1.5,5,1.0,-3,0.0,folds
793543637,15.0,0,5,Tc Qd,0.75,3,0.5,-3,0.0,folds
793543627,15.0,2,5,6s Kd,0.75,5,0.5,-3,0.0,folds
793543566,15.0,2,6,Jh 3d,0.75,5,0.5,-3,0.0,folds
793543547,30.0,2,8,9h Qc,1.5,5,1.0,-3,0.0,folds
793543535,20.0,1,4,Ks 3h,3.5,2,1.0,0,0.0,folds
793543390,14.75,-2,4,3c 5s,1.75,3,0.75,0,0.0,folds
793543389,7.5,0,6,Qc 5c,0.85,5,0.25,-3,0.0,folds
793543337,15.0,0,5,5d 8d,0.75,4,0.5,-3,0.0,folds
793543340,20.0,1,5,Ts Ah,1.5,4,1.0,-3,3.5,raises
793543312,15.0,2,5,Td Tc,0.75,5,0.5,-3,1.75,raises
793543230,15.0,1,5,Kd 3h,0.75,4,0.5,-3,0.0,folds
793543195,14.5,0,4,6d Ad,2.0,2,1.0,1,3.4,raises
793543170,20.0,0,6,Kd Td,4.5,5,3.0,1,0.0,folds
793543079,7.4,3,6,5d Kh,1.85,4,0.65,1,0.0,folds
793543037,15.0,1,5,4c 8s,0.75,4,0.5,-3,0.0,folds
793543014,15.0,1,4,2s Qd,0.75,4,0.5,-3,0.0,folds
793542984,19.5,2,6,Qc 4d,4.5,3,2.5,0,0.0,folds
793542950,21.0,1,4,8s 4d,1.5,4,1.0,-3,0.0,folds
793542923,15.0,0,6,Th 3h,0.75,3,0.5,-3,0.0,folds
793542866,15.0,0,5,Jd 2h,0.75,4,0.5,-3,0.0,folds
793542796,14.75,2,5,4d 3s,2.25,3,1.25,0,0.0,folds
793542758,14.75,2,5,Kc 2s,1.75,3,0.75,0,0.0,folds
793542738,7.25,2,6,4c Kh,1.1,3,0.25,0,0.0,folds
793542722,21.0,0,6,7d 9h,1.5,4,1.0,-3,0.0,folds
793542528,7.5,3,6,8h 9s,0.35,6,0.25,-3,0.0,folds
793542520,15.0,0,5,8c Js,2.25,4,1.5,1,0.0,folds
793542511,30.0,1,8,Ts 3c,1.5,4,1.0,-3,0.0,folds
793542502,19.5,1,5,Ks Ah,1.5,2,0.5,-3,2.0,raises
793542401,14.75,2,6,9h 5d,1.75,3,0.75,0,0.0,folds
793542393,14.5,1,5,Td Jh,2.0,2,0.75,0,0.0,calls
793542395,19.0,1,6,3d 4d,7.0,3,2.0,0,0.0,folds
793542353,14.5,2,5,9h 6d,6.0,3,3.5,0,0.0,folds
793542296,15.0,2,5,9h 4s,0.75,5,0.5,-3,0.0,folds
793542272,19.0,1,5,4c Qd,1.5,2,0.0,-3,0.0,checks
793542267,20.0,3,6,6d Tc,1.5,6,1.0,-3,0.0,folds
793542252,14.75,2,5,7h 2c,1.75,3,0.75,0,0.0,folds
793542194,7.5,2,6,7s Qc,1.1,6,0.75,3,0.0,folds
793542186,30.0,0,8,6c 4h,5.5,5,2.0,2,0.0,folds
793542120,20.0,1,4,2h Td,1.5,4,1.0,-3,0.0,folds
793542087,14.5,0,6,7c 6h,2.25,2,1.25,1,0.0,folds
