game_id,stack,position,nb_players_start,cards,pot_size_before_decision,nb_unfolded_players,money_to_add_to_call,last_raise__preflop_player,mise en cas de raise/bet,decision
808941103,30.0,3,9,Jd Jc,2.5,7,1.0,-3,4.0,raises
808941103,26.0,0,9,Jd Jc,17.0,2,11.0,1,0.0,folds
808943744,30.0,6,9,9c Ac,1.5,9,1.0,-3,3.0,raises
808942446,30.0,5,9,6d 4d,1.5,8,1.0,-3,0.0,folds
808941818,30.0,4,9,7d Qc,1.5,7,1.0,-3,0.0,folds
808941048,10.0,5,9,9s 3d,0.75,8,0.5,-3,0.0,folds
808940729,30.0,2,6,Qh 5s,4.0,6,2.5,3,0.0,folds
808940590,10.0,4,9,4c 9d,0.75,7,0.5,-3,0.0,folds
808940297,30.0,2,9,5d Jc,4.5,6,3.0,3,0.0,folds
808940090,7.5,2,6,9c Qc,0.35,6,0.25,-3,0.62,raises
808940090,6.88,0,6,9c Qc,2.37,3,1.5,2,0.0,folds
808939998,15.0,3,9,As Ks,2.25,7,1.5,4,9.0,raises
808939998,6.0,0,9,As Ks,46.7,2,35.45,1,11.74,raises
808939929,20.0,2,5,4c Kh,1.5,5,1.0,-3,0.0,folds
808939859,30.0,1,6,3s Jc,1.5,4,1.0,-3,0.0,folds
808939505,30.0,1,8,6h 4s,4.5,5,3.0,2,0.0,folds
808939395,20.0,1,5,As Kd,1.5,4,1.0,-3,2.5,raises
808939358,7.5,1,6,Jh 6s,0.6,5,0.25,-3,0.0,folds
808939170,30.0,2,6,Kc Qs,3.5,6,2.0,3,0.0,folds
808939003,30.0,0,6,8d 6c,3.5,4,2.0,1,0.0,folds
808938940,30.0,0,8,Kd Qd,10.5,5,7.0,1,0.0,folds
808938770,30.0,1,5,3s Jh,1.5,4,1.0,-3,0.0,folds
808938724,20.0,0,4,Th Kh,1.5,3,1.0,-3,2.3,raises
808938541,15.0,2,9,8c 2c,2.25,6,1.5,3,0.0,folds
808938481,30.0,0,5,Th Qd,1.5,3,1.0,-3,2.3,raises
808938453,30.0,2,6,5c Kc,1.5,5,1.0,-3,0.0,folds
808938388,6.72,0,6,Kc As,1.35,5,0.5,2,3.2,raises
808938165,7.5,3,7,Ah Jh,0.35,6,0.25,-3,0.75,raises
808938125,29.5,3,8,4d 8c,7.5,4,2.5,1,0.0,folds
808938076,29.5,2,5,Ac 3s,3.5,3,1.5,0,0.0,folds
808938020,29.5,2,6,8s Jh,4.0,3,2.0,0,0.0,folds
808938009,6.720000000000001,2,6,5h 4h,0.85,3,0.4,0,0.0,folds
808937981,15.0,1,9,9d Th,0.75,4,0.5,-3,0.0,folds
808937629,30.0,1,6,4c 7d,1.5,4,1.0,-3,0.0,folds
808937583,29.0,1,8,Qc 8h,5.0,2,2.5,0,0.0,folds
808937473,19.5,-2,4,Ts Kc,3.5,3,1.5,0,0.0,folds
808937464,29.0,1,5,Kd 5c,3.5,2,1.0,0,0.0,folds
808937458,29.0,1,6,8d 7s,3.5,2,1.0,0,0.0,folds
808937237,30.0,0,5,6c 3s,1.5,3,1.0,-3,0.0,folds
808937195,28.73,0,5,Ah 8d,1.5,3,1.0,-3,2.3,raises
808937183,30.0,5,8,Qc Ah,1.5,8,1.0,-3,3.0,raises
808937169,7.5,2,7,Jd Th,0.35,5,0.25,-3,0.0,folds
808937051,15.0,0,9,7s Qd,0.75,3,0.5,-3,0.0,folds
808936986,28.73,2,5,4h Tc,3.5,3,1.5,0,0.0,folds
808936976,7.25,0,6,Jd 6c,0.5,2,0.0,-3,0.0,checks
808936941,30.0,2,6,9s 2s,1.5,6,1.0,-3,0.0,folds
808936785,29.5,2,5,9h 9c,3.5,3,1.5,0,29.5,raises
808936519,30.0,1,6,3s Js,1.5,4,1.0,-3,0.0,folds
808936515,24.73,1,5,Jc As,4.5,2,2.0,0,24.73,raises
808936489,30.0,4,8,2d 5c,1.5,7,1.0,-3,0.0,folds
808936488,7.5,1,7,3d 4c,1.1,5,0.75,2,0.0,folds
808936373,14.75,2,9,3c Ts,1.25,3,0.25,-3,0.0,folds
808936357,30.0,3,6,Qd 8h,1.5,6,1.0,-3,0.0,folds
808936168,30.0,2,5,5d Qs,1.5,5,1.0,-3,0.0,folds
808936134,30.0,4,9,8h Js,1.5,7,1.0,-3,0.0,folds
808936112,25.73,2,5,7d Qd,1.5,5,1.0,-3,0.0,folds
808936076,7.5,0,7,8h 9d,1.1,4,0.75,1,0.0,folds
808935963,25.73,1,5,2h 7s,1.5,4,1.0,-3,0.0,folds
808935925,30.0,2,6,3d 3s,4.0,6,2.5,3,0.0,folds
808935849,30.0,0,6,Kc 2s,3.5,4,2.0,1,0.0,folds
808935841,7.5,3,6,7d 3h,0.35,6,0.25,-3,0.0,folds
808935713,14.5,1,9,3s 9d,4.5,3,2.5,2,0.0,folds
808935581,7.5,2,6,6d 9s,0.35,5,0.25,-3,0.0,folds
808935552,30.0,1,6,8c Jc,4.0,5,2.5,2,0.0,folds
808935437,29.5,2,6,Kd 2s,3.5,3,1.5,0,0.0,folds
808935433,7.4,3,8,Jc 6h,0.95,4,0.5,0,0.0,folds
808935429,23.18,0,6,Kd Qd,1.5,4,1.0,-3,2.3,raises
808935400,30.0,1,6,4h 4d,3.5,6,2.0,2,0.0,calls
808935206,15.0,6,9,9h 6h,0.75,9,0.5,-3,0.0,folds
808935194,7.5,1,6,Qd 2c,1.1,5,0.75,2,0.0,folds
808935074,30.0,0,6,Ah 2h,4.0,4,2.5,1,0.0,folds
808935003,30.0,0,6,Kc 2h,1.5,3,1.0,-3,0.0,folds
808934975,30.0,3,9,3s 8s,1.5,6,1.0,-3,0.0,folds
808934962,29.0,1,6,2h 6s,3.5,2,1.0,0,0.0,folds
808934915,23.18,2,6,7d As,4.5,3,2.5,0,0.0,folds
808934829,7.25,2,8,9h 7d,1.85,3,0.5,1,0.0,folds
808934564,29.5,1,6,Jc 4s,1.5,2,0.5,-3,0.0,folds
808934546,7.5,0,6,5h 3s,1.1,4,0.75,1,0.0,folds
808934497,15.0,5,9,7s Ks,0.75,8,0.5,-3,0.0,folds
808934470,29.5,3,6,Kc Qs,5.5,4,1.5,1,6.5,raises
808934470,23.0,1,6,Kc Qs,52.63,2,40.13,0,0.0,folds
808934353,30.0,2,9,3d 6c,1.5,5,1.0,-3,0.0,folds
808934340,23.68,1,6,2c 6s,3.5,2,1.0,0,0.0,folds
808933937,7.5,5,8,6c Jh,0.35,8,0.25,-3,0.0,folds
808933839,24.68,3,6,3s 5s,1.5,6,1.0,-3,0.0,folds
808933766,7.4,2,6,9h 5c,0.6,3,0.15,-3,0.0,folds
808933760,29.0,2,6,Th 8c,9.5,3,5.0,0,0.0,folds
808933729,30.0,1,9,5c Ks,4.5,5,3.0,2,0.0,folds
808933719,29.0,2,6,Tc 5s,5.5,3,2.0,0,0.0,folds
808933493,30.0,3,6,9s 6s,1.5,6,1.0,-3,0.0,folds
808933418,7.5,4,8,Kc 6h,0.35,7,0.25,-3,0.0,folds
808933394,15.0,4,9,8s 3d,0.75,7,0.5,-3,0.0,folds
808933330,30.0,3,6,3c Kc,1.5,6,1.0,-3,0.0,folds
808933083,30.0,3,6,4d Jh,1.5,6,1.0,-3,0.0,folds
808933089,30.0,2,6,Jh 8h,1.5,5,1.0,-3,2.0,raises
808933064,30.0,2,6,Kd 3c,1.5,5,1.0,-3,0.0,folds
808932958,6.71,1,6,Ts Ks,1.25,3,0.25,0,0.0,calls
808932935,24.68,2,6,2h Ks,1.5,5,1.0,-3,0.0,folds
808932863,30.0,0,9,7d 3s,4.5,4,3.0,1,0.0,folds
808932810,30.0,1,6,2c Ad,3.5,5,2.0,2,0.0,folds
808932702,7.5,3,8,8c Kh,1.1,7,0.75,4,0.0,folds
808932647,30.0,2,6,As 5c,1.5,5,1.0,-3,0.0,folds
808932518,29.5,2,8,7c 9d,3.5,3,1.5,0,0.0,folds
808932494,24.68,1,6,8d 9s,1.5,4,1.0,-3,0.0,folds
808932477,15.0,2,9,Th 9c,1.75,6,1.0,3,0.0,folds
808932346,30.0,0,6,Qh Ac,3.5,4,2.0,1,5.0,raises
808932328,30.0,1,6,As Ad,1.5,4,1.0,-3,2.5,raises
808932266,30.0,1,6,Qc Ah,3.5,5,2.0,2,0.0,calls
808932216,6.96,3,6,4s 6c,0.35,6,0.25,-3,0.0,folds
808932127,7.5,2,9,Kh Jc,0.6,6,0.25,-3,0.0,folds
808931988,15.0,1,8,Kc 8c,0.75,4,0.5,-3,0.0,folds
808931935,30.0,0,6,2h Td,1.5,3,1.0,-3,0.0,folds
808931827,7.5,1,9,Qc Ks,0.35,4,0.25,-3,0.62,raises
808931766,29.5,1,6,2h 7d,1.5,2,0.5,-3,0.0,folds
808931740,24.68,0,6,8s 5d,4.5,4,3.0,1,0.0,folds
808931594,29.0,2,8,Qs 9s,8.5,4,1.5,1,0.0,calls
808931428,24.68,2,6,6h 3c,3.5,3,1.5,0,0.0,folds
808931430,6.96,2,6,Th 2s,1.1,6,0.75,3,0.0,folds
808931401,30.0,0,6,4d 9c,1.5,3,1.0,-3,0.0,folds
808931396,15.0,0,7,Jd Jc,1.75,4,1.0,1,3.5,raises
808931232,29.5,1,6,Ah 3c,1.5,2,0.5,-3,2.8,raises
808931219,30.0,2,5,Ah Qs,1.5,5,1.0,-3,2.5,raises
808931182,7.5,0,9,Ts 8s,0.85,5,0.25,-3,0.0,folds
808931130,5.42,0,3,9c As,0.75,3,0.25,-1,0.0,calls
808930990,30.0,5,8,9h Js,1.5,8,1.0,-3,0.0,folds
808930981,6.61,1,6,Ah 9c,0.35,4,0.25,-3,0.5,raises
808930873,14.75,1,8,As Tc,0.75,2,0.25,-3,1.4,raises
808930837,30.0,1,5,3c 7d,1.5,4,1.0,-3,0.0,folds
808930770,7.4,2,9,7c Qd,0.6,3,0.15,-3,0.0,folds
808930774,24.68,2,5,3c 8h,1.5,5,1.0,-3,0.0,folds
808930700,29.5,2,6,2d 9h,3.5,3,1.5,0,0.0,folds
808930533,5.67,-1,4,6h 2h,0.97,4,0.52,0,0.0,folds
808930503,29.0,1,6,Ad 5d,4.0,2,1.5,0,0.0,calls
808930348,30.0,4,8,9h 7d,1.5,7,1.0,-3,0.0,folds
808930340,30.0,0,5,2c Ts,3.5,4,2.0,1,0.0,folds
808930294,7.25,1,9,3s Ah,0.98,2,0.38,0,0.0,folds
808930058,29.5,1,5,Qh 4h,1.5,2,0.5,-3,0.0,folds
808929920,24.68,1,5,Kc 6h,1.5,4,1.0,-3,0.0,folds
808929924,5.67,1,5,3c Qs,0.85,5,0.5,2,0.0,folds
808929811,30.0,3,6,9d 6h,1.5,6,1.0,-3,0.0,folds
808929807,6.61,0,6,4s 4h,1.35,5,0.5,2,0.0,folds
808929805,9.5,1,8,Ac Ks,2.25,2,1.0,0,9.5,raises
808929753,30.0,3,8,7d Ks,1.5,6,1.0,-3,0.0,folds
808929714,5.67,0,4,5d 7s,0.35,3,0.25,-3,0.0,folds
808929673,7.5,6,9,6s 4h,0.35,9,0.25,-3,0.0,folds
808929625,7.260000000000001,-2,3,Qs 7s,0.35,2,0.15,-3,0.0,calls
808929625,7.11,-2,3,Qs 7s,1.05,2,0.7000000000000001,0,0.0,folds
808929450,24.68,0,4,Qd 4h,1.5,3,1.0,-3,0.0,folds
808929328,21.59,1,5,7d 6d,3.5,2,1.0,0,0.0,calls
808929205,5.69,-2,3,Kc 4c,0.97,2,0.37,0,0.0,calls
808929158,30.0,2,6,2s 7c,4.5,6,3.0,3,0.0,folds
808929078,5.94,0,4,9c 8h,0.35,4,0.25,-3,0.0,folds
808929064,30.0,2,8,Qh Kc,1.5,5,1.0,-3,2.5,raises
808928989,29.0,1,5,9s 3s,5.0,3,1.0,0,0.0,calls
808928986,7.5,5,9,6s 7c,0.35,8,0.25,-3,0.0,folds
808928824,30.0,1,6,7c Ah,1.5,4,1.0,-3,0.0,folds
808928685,5.67,-2,4,8h 3h,0.85,3,0.4,0,0.0,folds
808928675,5.94,-2,4,7d Qs,0.85,3,0.4,0,0.0,folds
808928639,6.61,3,6,8c Jd,1.5899999999999999,4,0.52,1,0.0,folds
808928602,30.0,1,7,4d 2c,4.0,5,2.5,2,0.0,folds
808928587,7.5,4,9,5d 8d,0.35,7,0.25,-3,0.0,folds
808928549,30.0,2,5,9s Qd,1.5,5,1.0,-3,0.0,folds
808928349,5.77,1,4,Qh 4c,1.1,2,0.5,0,0.0,folds
808928226,24.68,-2,5,6s 8h,3.5,4,1.5,0,0.0,folds
808928225,30.0,1,5,Tc Jh,3.5,5,2.0,2,0.0,folds
808928201,22.59,2,5,8h Td,1.5,5,1.0,-3,0.0,folds
808928179,30.0,0,6,Qd 8h,5.5,5,2.0,2,0.0,folds
808928075,30.0,0,8,Kh 6h,6.5,6,4.0,1,0.0,folds
808928076,7.5,3,9,9s 3c,1.1,7,0.75,4,0.0,folds
808927964,6.04,1,5,Qd 2c,0.85,2,0.25,0,0.0,folds
808927962,22.59,1,4,6h 5c,1.5,4,1.0,-3,0.0,folds
808927928,29.5,1,5,7s 2c,1.5,2,0.5,-3,0.0,folds
808927873,6.71,1,6,5c Js,0.95,2,0.35,0,0.0,folds
808927838,29.5,2,8,6d Qd,3.5,3,1.5,0,0.0,folds
808927519,22.59,0,4,Jc 6c,3.5,4,2.0,1,0.0,folds
808927448,30.0,0,5,5s Td,5.5,5,2.0,2,0.0,folds
808927447,6.02,1,5,6s 3s,0.35,4,0.25,-3,0.0,folds
808927373,7.5,2,9,Th 3h,1.1,6,0.75,3,0.0,folds
808927252,6.96,3,6,Td 5s,0.35,6,0.25,-3,0.0,folds
808927234,29.0,1,5,Kh 3d,4.0,2,1.5,0,0.0,folds
808927054,22.0,3,6,Th Ah,1.5,6,1.0,-3,3.0,raises
808926978,21.09,2,5,8h 8d,1.5,3,0.5,-3,2.8,raises
808926908,30.0,2,5,9s 6h,1.5,5,1.0,-3,0.0,folds
808926888,7.5,1,9,Qh 3d,0.85,5,0.5,2,0.0,folds
808926804,5.0,0,5,Ah Ad,0.85,4,0.5,1,0.0,calls
808926779,29.5,2,5,Ah 7d,3.5,3,1.5,0,0.0,folds
808926645,4.9,2,5,8h 9c,1.1,3,0.65,0,0.0,folds
808926631,6.29,2,5,Ah 3h,0.35,5,0.25,-3,0.0,folds
808926603,29.0,1,8,6d 7d,7.0,3,2.0,0,0.0,calls
808926499,6.96,2,6,Jh Qc,0.6,6,0.25,-3,0.0,folds
808926421,22.0,2,6,8c Ts,1.5,5,1.0,-3,0.0,folds
808926426,29.0,1,6,Kh Ks,15.4,2,12.9,0,0.0,calls
808926395,30.0,1,5,2s 2d,4.5,5,3.0,2,0.0,folds
808926360,7.5,0,9,3h 6h,0.97,4,0.62,1,0.0,folds
808926283,21.09,2,5,Qc 3c,1.5,5,1.0,-3,0.0,folds
808926224,6.29,1,5,3d 7d,0.35,4,0.25,-3,0.0,folds
808926139,6.61,1,6,3s As,0.35,4,0.25,-3,0.62,raises
808926132,4.75,2,5,6h 8h,1.35,3,0.25,1,0.0,calls
808926118,22.0,1,5,Kc 9s,1.5,4,1.0,-3,0.0,folds
808925926,30.0,5,8,Ah Qs,1.5,8,1.0,-3,3.0,raises
808925869,23.59,1,4,As Th,1.5,4,1.0,-3,2.5,raises
808925869,21.09,0,4,As Th,43.0,2,40.0,1,0.0,folds
808925843,7.4,2,9,8c Jh,0.95,3,0.5,0,0.0,folds
808925740,30.0,0,6,9s Jd,1.5,4,1.0,-3,0.0,folds
808925693,20.5,0,5,3d 3s,1.5,3,1.0,-3,2.3,raises
808925636,6.29,1,6,Js 2c,1.1,5,0.75,2,0.0,folds
808925566,23.59,0,4,5s 4s,1.5,3,1.0,-3,0.0,folds
808925506,30.0,3,6,Qs 8s,1.5,6,1.0,-3,0.0,folds
808925439,6.29,0,6,Js Qd,0.85,4,0.5,1,0.0,folds
808925323,7.25,2,9,2h Ts,3.35,3,2.0,0,0.0,folds
808925286,5.25,0,6,Qc Kc,0.85,4,0.5,1,0.0,calls
808925216,30.0,4,8,8h Jh,1.5,7,1.0,-3,0.0,folds
808925154,20.5,2,5,9d 5c,3.5,3,1.5,0,0.0,folds
808925075,25.09,1,4,As 4s,1.5,2,0.5,-3,0.0,calls
808924947,30.0,2,6,5c Kc,1.5,5,1.0,-3,0.0,folds
808924911,5.0,2,6,Th Kh,0.35,6,0.25,-3,0.5,raises
808924911,4.5,1,6,Th Kh,3.0,4,1.75,3,0.0,folds
808924782,25.59,1,5,5c 8h,3.5,3,1.0,0,0.0,folds
808924769,7.5,6,9,3h 6s,0.35,9,0.25,-3,0.0,folds
808924697,4.9,1,6,7s As,0.35,2,0.15,-3,4.9,raises
808924617,26.59,1,5,7h Tc,1.5,4,1.0,-3,0.0,folds
808924614,20.5,2,6,5h 8h,1.5,6,1.0,-3,0.0,folds
808924523,6.29,2,5,6h 8s,0.95,3,0.5,0,0.0,folds
808924483,29.5,2,6,Qs 2d,3.5,3,1.5,0,0.0,folds
808924383,7.5,5,9,4h 5d,0.35,8,0.25,-3,0.0,folds
808924340,7.5,1,6,Qc Qs,0.85,5,0.5,2,1.5,raises
808924340,6.0,0,6,Qc Qs,45.63,2,43.28,1,6.0,raises
808924210,30.0,1,5,9s Td,3.5,5,2.0,2,0.0,folds
808924107,30.0,3,8,5s 9s,1.5,6,1.0,-3,0.0,folds
808924066,7.5,4,9,Kd Js,0.35,7,0.25,-3,0.0,folds
808924018,20.5,1,6,2d Ks,4.0,5,2.5,2,0.0,folds
808923996,7.5,0,6,2h 9h,0.6,4,0.25,-3,0.0,folds
808923889,24.04,0,5,6s Ks,1.5,3,1.0,-3,2.3,raises
808923830,4.75,1,6,7d Th,0.6,2,0.0,-3,0.0,checks
808923738,20.5,0,6,8c Ad,4.0,4,2.5,1,0.0,folds
808923651,4.75,1,5,Kh Kd,0.75,3,0.0,-3,0.5,raises
808923576,30.0,3,6,9d Qs,1.5,6,1.0,-3,0.0,folds
808923561,7.5,3,9,4h 6c,0.35,6,0.25,-3,0.0,folds
808923446,30.0,2,7,Ah 2s,1.5,5,1.0,-3,0.0,folds
808923420,24.04,2,5,3d 2h,4.5,3,2.5,0,0.0,folds
808923373,4.9,-2,6,Tc Kc,2.6,5,0.65,2,4.9,raises
808923111,20.5,2,6,8s Kd,4.0,3,2.0,0,0.0,folds
808923076,5.44,3,6,Ah Ad,0.35,6,0.25,-3,0.5,raises
808923062,30.0,2,6,Ad 8s,1.5,5,1.0,-3,0.0,folds
808922972,30.0,0,5,9c Tc,3.5,4,2.0,1,0.0,folds
808922675,30.0,1,7,5d 6d,1.5,4,1.0,-3,2.5,raises
808922591,4.75,2,6,5d Qs,1.85,3,0.5,1,0.0,folds
808922578,30.0,1,6,Js 5h,1.5,4,1.0,-3,0.0,folds
808922538,26.54,1,5,9d 8s,3.5,2,1.0,0,0.0,calls
808922514,5.0,2,5,6h Ad,0.35,5,0.25,-3,0.0,folds
808922438,29.5,1,5,Qs Js,1.5,2,0.5,-3,2.8,raises
808922359,5.44,2,5,2h 2c,0.35,5,0.25,-3,0.0,folds
808922208,5.0,3,6,9c 4s,0.35,6,0.25,-3,0.0,folds
808922181,22.0,2,6,8c Td,5.5,3,1.0,1,0.0,calls
808922063,30.0,0,6,Qc 7d,4.0,4,2.5,1,0.0,folds
808922043,27.54,2,5,5d As,1.5,5,1.0,-3,0.0,folds
808922017,5.09,1,5,Ts Ks,0.35,4,0.25,-3,0.62,raises
808921926,30.0,0,7,5c Qd,6.5,5,3.0,2,0.0,folds
808921895,7.5,2,9,8d 7s,1.85,7,1.25,3,0.0,folds
808921799,23.0,3,6,Jc 9h,1.5,6,1.0,-3,0.0,folds
808921781,29.0,1,5,Kc 9d,3.5,2,1.0,0,0.0,calls
808921735,5.09,0,5,2s Jh,0.97,4,0.62,1,0.0,folds
808921719,5.27,1,5,Ad 5s,0.35,4,0.25,-3,0.62,raises
808921479,30.0,2,6,6d Td,1.5,6,1.0,-3,0.0,folds
808921448,29.5,1,6,3h Th,1.5,2,0.5,-3,0.0,calls
808921448,29.0,1,6,3h Th,3.0,2,1.5,0,0.0,folds
808921408,5.090000000000001,2,5,Jh 8s,0.95,3,0.5,0,0.0,folds
808921365,7.5,1,9,Ks Td,0.35,4,0.25,-3,0.62,raises
808921352,23.0,2,6,5c Tc,1.5,5,1.0,-3,0.0,folds
808921343,29.5,2,7,6s Ac,3.5,3,1.5,0,0.0,folds
808921346,5.0,2,6,3s Qs,0.35,5,0.25,-3,0.0,folds
808921290,24.34,1,5,8s Js,1.5,4,1.0,-3,2.5,raises
808921166,5.27,0,6,8s 2d,0.97,5,0.62,1,0.0,folds
808921092,30.0,1,6,Kd Ac,3.5,5,2.0,2,30.0,raises
808920967,24.34,0,5,7d Ks,1.5,3,1.0,-3,0.0,folds
808920798,21.5,1,6,Ah Qh,1.5,4,1.0,-3,2.5,raises
808920589,7.5,0,8,5d 9c,0.6,4,0.25,-3,0.0,folds
808920578,24.34,1,5,9d 2h,1.5,2,0.5,-3,0.0,folds
808920431,21.5,0,6,2d Td,4.5,4,3.0,1,0.0,folds
808920383,29.0,2,6,Tc 5d,7.5,3,2.0,1,0.0,folds
808920263,30.0,0,6,Td As,1.5,3,1.0,-3,2.3,raises
808920263,27.7,0,6,Td As,34.6,3,30.0,1,0.0,folds
808920265,5.0,1,6,4s 5d,0.85,5,0.5,2,0.0,folds
808919944,21.5,2,5,3d 5c,4.0,3,2.0,0,0.0,folds
808919932,6.77,2,5,5s 6d,1.75,4,0.25,1,0.0,calls
808919926,29.0,3,7,5h 7s,25.0,5,8.0,0,0.0,folds
808919897,30.0,3,6,Kd Jc,1.5,6,1.0,-3,0.0,folds
808919888,7.4,2,8,9c 8c,0.6,3,0.15,-3,0.0,calls
808919880,5.2700000000000005,3,6,5h 2s,1.6,4,0.9,0,0.0,folds
808919619,22.0,1,5,6d Th,4.5,2,2.0,0,0.0,folds
808919518,19.0,1,5,4h 7h,3.5,2,1.0,0,0.0,calls
808919472,7.25,1,7,Qs 3c,1.1,2,0.5,0,0.0,folds
808919449,7.02,2,5,2s Td,0.35,5,0.25,-3,0.0,folds
808919400,5.0,0,6,Jd Kh,1.6,5,1.0,1,0.0,folds
808919291,5.37,2,6,Ac 3d,1.6,3,0.75,0,0.0,folds
808919190,29.5,3,6,Js 7c,8.25,4,4.25,0,0.0,folds
808919182,23.0,2,5,9s 6c,1.5,5,1.0,-3,0.0,folds
808919141,30.0,3,7,3c 4s,1.5,6,1.0,-3,0.0,folds
808919097,30.0,2,6,Kc Td,4.5,6,3.0,3,0.0,folds
808918910,5.0,1,5,Td Kh,0.35,4,0.25,-3,0.62,raises
808918707,29.0,1,6,4d 2d,4.5,2,2.0,0,0.0,folds
808918575,5.0,0,5,5s Kc,0.35,3,0.25,-3,0.0,folds
808918567,7.5,4,7,Kc 5s,0.35,7,0.25,-3,0.0,folds
808918426,21.5,1,5,Qc Jc,1.5,4,1.0,-3,2.5,raises
808918398,5.62,3,6,6s 9d,0.35,6,0.25,-3,0.0,folds
808918341,4.9,2,5,Tc 6s,0.95,3,0.5,0,0.0,folds
808918345,20.0,2,6,4d Kd,3.5,6,2.0,3,0.0,folds
808918256,4.9,3,6,9h Kh,1.85,4,0.65,1,0.0,folds
808918189,7.5,3,7,9d 2s,0.35,6,0.25,-3,0.0,folds
808918151,30.0,3,6,2s Qc,1.5,6,1.0,-3,0.0,folds
808918133,4.75,1,4,6c 8d,0.85,2,0.25,0,0.0,folds
808918137,30.0,1,6,5s 4h,4.0,5,2.5,2,0.0,folds
808918123,30.0,2,7,2s 2h,1.5,5,1.0,-3,0.0,folds
808918053,20.0,0,6,Jh Jc,1.5,4,1.0,-3,2.3,raises
808917949,5.62,2,6,Jd Ks,0.35,5,0.25,-3,0.0,folds
808917882,30.0,0,5,Jh 9h,1.5,3,1.0,-3,2.3,raises
808917850,5.0,1,5,4h 8c,0.35,4,0.25,-3,0.0,folds
808917785,30.0,2,6,9h Jh,1.5,5,1.0,-3,2.5,raises
808917785,27.5,0,6,9h Jh,11.0,2,8.0,1,0.0,folds
808917723,4.75,2,6,7h 3c,3.1,3,1.75,0,0.0,folds
808917615,20.0,2,6,5h Ac,3.5,3,1.5,0,0.0,folds
808917583,20.0,1,5,Ah 4d,1.5,4,1.0,-3,0.0,folds
808917402,30.0,1,6,Kd Qd,1.5,4,1.0,-3,3.0,raises
808917368,7.5,2,7,5c 4h,1.1,6,0.75,3,0.0,folds
808917346,30.0,1,7,6d Ac,7.5,6,3.0,3,0.0,folds
808917313,20.37,2,5,As Ad,4.0,3,2.0,0,7.5,raises
808917313,12.870000000000001,1,5,As Ad,82.28,2,70.28,0,12.87,raises
808917255,20.0,0,5,8c 2s,1.5,3,1.0,-3,0.0,folds
808917151,5.0,3,6,6c Kc,0.35,6,0.25,-3,0.0,folds
808916919,20.0,2,5,4c 6c,1.5,5,1.0,-3,0.0,folds
808916915,30.0,0,7,5d 9d,1.5,3,1.0,-3,2.3,raises
808916907,20.87,1,5,8s 3d,7.0,3,4.0,2,0.0,folds
808916865,7.5,1,7,9d Jh,1.35,5,1.0,2,0.0,folds
808916756,5.0,2,6,6d Qd,0.35,5,0.25,-3,0.0,folds
808916746,5.62,1,6,5c 4s,1.1,5,0.75,2,0.0,folds
808916691,30.0,0,6,8d Ac,1.5,3,1.0,-3,2.3,raises
808916675,5.05,0,4,4h 6h,0.35,3,0.25,-3,0.58,raises
808916675,4.47,0,4,4h 6h,3.16,3,2.0,1,0.0,folds
808916554,20.0,1,5,3h 4h,1.5,4,1.0,-3,0.0,folds
808916510,20.0,2,5,4s Kd,3.5,3,1.5,0,0.0,folds
808916244,20.5,1,4,Js 5c,3.5,2,1.0,0,0.0,folds
808916184,21.87,2,5,8s Qs,1.5,5,1.0,-3,0.0,folds
808916165,5.0,1,5,6s 2c,0.35,4,0.25,-3,0.0,folds
808916109,29.5,2,6,6s 5c,3.5,3,1.5,0,0.0,folds
808915841,7.5,0,7,5s Th,1.35,5,0.75,1,0.0,folds
808915735,20.0,1,5,8d 8c,1.5,4,1.0,-3,2.5,raises
808915734,29.5,2,6,9s 9c,3.5,3,1.5,0,29.5,raises
808915720,20.0,0,5,2s 6c,1.5,3,1.0,-3,0.0,folds
808915685,5.0,0,6,Ac Jh,0.35,3,0.25,-3,0.58,raises
808915624,5.0,0,5,4c 3s,0.6,4,0.25,-3,0.0,folds
808915611,5.05,1,6,9d 8c,1.45,3,0.35,0,0.0,folds
808915273,20.0,3,6,5h Qd,4.0,4,2.0,0,0.0,folds
808915260,7.4,3,8,6c Kc,0.6,4,0.15,-3,0.0,calls
808915218,21.87,1,6,Ks 4d,4.0,6,2.5,2,0.0,folds
808915203,29.0,1,6,Th 2s,3.5,2,1.0,0,0.0,folds
808915109,4.9,2,5,Ks 4s,0.85,3,0.4,0,0.0,folds
808914839,29.0,2,7,7h Kh,6.5,3,3.0,0,0.0,folds
808914844,4.75,1,5,Tc Qh,1.1,2,0.5,0,0.0,folds
808914761,20.5,1,6,2h 6s,3.5,2,1.0,0,0.0,folds
808914548,7.25,1,8,4s 6s,0.98,2,0.38,0,0.0,calls
808914526,20.0,1,5,6h Ks,3.5,5,2.0,2,0.0,folds
808914387,5.0,2,5,9c Qh,0.35,5,0.25,-3,0.0,folds
808914363,30.0,3,6,Ad Js,1.5,6,1.0,-3,3.0,raises
808914300,30.0,4,7,2h 3c,1.5,7,1.0,-3,0.0,folds
808914088,4.9,2,6,4s 2d,0.85,3,0.4,0,0.0,folds
808914085,30.0,2,6,6c 9c,1.5,5,1.0,-3,0.0,folds
808914021,22.08,0,4,Js Jd,1.5,3,1.0,-3,2.3,raises
808914021,19.779999999999998,0,4,Js Jd,6.9,2,3.6,1,19.78,raises
